,기입날짜,별점,옵션,후기,sentiment,
182,22.02.28.,4,해피테라스 삼각티백: 다즐링 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
183,22.02.28.,4,해피테라스 삼각티백: 허니부쉬차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
184,22.02.28.,4,해피테라스 삼각티백: 레몬밤차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
185,22.02.28.,4,해피테라스 삼각티백: 캐모마일차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
186,22.02.28.,4,해피테라스 삼각티백: 마테차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
187,22.02.28.,4,해피테라스 삼각티백: 핑거루트 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
188,22.02.28.,4,해피테라스 삼각티백: 깔라만시차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
189,22.02.28.,4,해피테라스 삼각티백: 구기자차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
190,22.02.28.,4,해피테라스 삼각티백: 오미자차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
191,22.02.28.,4,해피테라스 삼각티백: 작두콩차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
192,22.02.28.,4,해피테라스 삼각티백: 히비스커스차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1,
193,22.02.19.,4,해피테라스 삼각티백: 돼지감자차 10티백,"포장이 깔끔해서 좋네요
돼지감자차는 좀 써요",0,
194,22.02.16.,4,해피테라스 삼각티백: 레몬밤차 10티백,늦은배송으로 실망했는데 차한잔 마시고 기분좋아졌어요..향도진하고 부드럽고 좋네요..담번에도 재구매할거예요.,0,
195,22.02.16.,4,해피테라스 삼각티백: 캐모마일차 10티백,"해피테라스에서 레몬밤차.캐모마일 두종류 tea백 주문했는데 낱개포장인줄알았는데 10개씩 들어있네요.
차 향이 진하게 우려나고 부드럽고 좋네요..배송이 늦어서 별하나 뺐어요..담번에도 재구매할거예요 .",0,
196,22.02.16.,4,해피테라스 삼각티백: 감잎차10티백,생각보다 별로일 줄 알았는데 맛있어요,1,
197,22.02.16.,4,해피테라스 삼각티백: 페퍼민트차 10티백,민트맛이 확 나서 민초파는 만족합니다!,1,
198,22.02.16.,4,해피테라스 삼각티백: 루이보스티 10티백,생각보다 입맛에 안 맞았어요 ㅠㅠ,0,
199,22.02.16.,4,해피테라스 삼각티백: 녹차 10티백,녹차 안에 양이 작아요 ㅎㅎ,0,
