,기입날짜,별점,옵션,후기,sentiment,
138,23.02.27.,5,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",쌀쌀한 날씨에 따뜻한 차 한잔.... 좋아요,1,
139,23.02.27.,5,"해피테라스 삼각티백: 국화차 10티백
유통기한아주 넉넉해요포장꼼꼼해요편리편리해요",쌀쌀한 날씨에 따뜻한 차 한잔.... 좋아요,1,
140,23.02.11.,5,해피테라스 삼각티백: 레몬밤차 10티백,"다양하게 차 종류가 있어서
골라마시는 재미가 있슴니다 ㅎ",1,
141,23.02.11.,5,해피테라스 삼각티백: 비트차 10티백,"다양하게 차 종류가 있어서
골라마시는 재미가 있슴니다 ㅎ",1,
142,23.02.11.,5,해피테라스 삼각티백: 쌍화차 10티백,"다양하게 차 종류가 있어서
골라마시는 재미가 있슴니다 ㅎ",1,
143,23.02.11.,5,해피테라스 삼각티백: 작두콩차 10티백,"다양하게 차 종류가 있어서
골라마시는 재미가 있슴니다 ㅎ",1,
144,23.02.11.,5,해피테라스 삼각티백: 호박팥차 10티백,구수하고 맛있습니다,1,
145,23.02.11.,5,해피테라스 삼각티백: 캐모마일차 10티백,생각보다 향이 진해서 적응이 어려워요,0,
146,23.02.10.,5,해피테라스 삼각티백: 호박팥차 10티백,"오랜만에 호박팥차 먹고 싶어 10t짜리로
구매해봤어요~포장이 바뀌니 더 예쁘네요~구수하니 맛있어요~",1,
147,23.02.10.,5,해피테라스 삼각티백: 작두콩차 10티백,"차 맛이 깔끔하고 맛있어요
자꾸 찾게 되네요~~~",1,
148,23.02.10.,5,해피테라스 삼각티백: 레몬밤차 10티백,차 맛이 깔끔하고 맛있어요~,1,
149,23.02.10.,5,해피테라스 삼각티백: 결명자차 10티백,따뜻하게 잘 마시고 있어요,1,
150,23.02.10.,5,해피테라스 삼각티백: 돼지감자차 10티백,당뇨에 좋은 차라 주문했어요,1,
151,23.02.10.,5,해피테라스 삼각티백: 호박팥차 10티백,고소하고 맛있어서 꾸준히 마시고 있어요,1,
152,23.02.10.,5,해피테라스 삼각티백: 연잎차 10티백,향도 좋고 맛도 좋아요,1,
153,23.02.10.,5,해피테라스 삼각티백: 뽕잎차 10티백,혈압을 낮춰주는데 도움이 되는거 같아요,1,
154,23.02.10.,5,해피테라스 삼각티백: 당귀차 10티백,향도 좋고 건강한 맛이에요,1,
155,23.02.10.,5,해피테라스 삼각티백: 우슬차 10티백,아직 개봉 전이지만 항상 믿고 마십니다!,1,
156,23.02.10.,5,해피테라스 삼각티백: 돼지감자차 10티백,돼지감자라 엄청 구수하네요,1,
157,23.02.10.,5,해피테라스 삼각티백: 구아바잎차 10티백,구아자잎차 마셔본 적 없어서 궁금해요!,1,
158,23.02.10.,5,해피테라스 삼각티백: 차가버섯 10티백,직접 달여 마셨던 차가버섯 향을 티백으로도 즐길 수 있어서 좋아요.,1,
159,23.02.10.,5,해피테라스 삼각티백: 연잎차 10티백,아직 마시기 전이라 연잎차 향이 궁금해요,1,
160,23.02.02.,5,해피테라스 삼각티백: 히비스커스차 10티백,향은 옅고 맛은 시고 떫어요,0,
161,23.02.02.,5,해피테라스 삼각티백: 캐모마일차 10티백,꽃향기가 강렬하네요 맛은 그냥 풀 맛인데.. 향이 엄청 진함,0,
162,23.02.02.,5,해피테라스 삼각티백: 돼지감자차 10티백,포카칩 과자향이 느껴지면서 구수하니 좋아요,1,
163,23.02.02.,5,해피테라스 삼각티백: 레몬밤차 10티백,여러가지 다양하게 소량으로 시켜서 맛 볼수있어서 좋네요.,1,
164,23.02.02.,5,해피테라스 삼각티백: 얼그레이 10티백,여러가지 다양하게 소량으로 시켜서 맛 볼수있어서 좋네요.,1,
165,23.02.02.,5,해피테라스 삼각티백: 루이보스티 10티백,"루이보스차는 갠적으로 별로 맛을 좋아하지 않지만
그래도 카페인도 없고 임산부가 마시기도 좋다고 해서 구입했어요. 마셔보니 괜찮네요~",1,
166,23.02.02.,5,해피테라스 삼각티백: 페퍼민트차 10티백,"밤에 마시려고 페퍼차 구입했어요.
소화에 도움되길 ㅎㅎㅎ",1,
167,23.02.02.,5,해피테라스 삼각티백: 감잎차10티백,조금씩 여러맛을 구입할 수 있어서 매우 큰 장점입니다.,1,
168,23.02.02.,5,해피테라스 삼각티백: 레몬밤차 10티백,여러가지 맛을 조금씩 구매할 수 있어서 큰 장점입니다.,1,
169,23.02.02.,5,해피테라스 삼각티백: 라벤더차 10티백,"커피 줄이고 카페인 없는 차 마시려고 주문했어요.
좋아요~",1,
170,23.02.01.,5,해피테라스 삼각티백: 솔잎차 10티백,색도 맛도 향도 다 약합니다.,1,
171,23.02.01.,5,해피테라스 삼각티백: 보이차 10티백,배송 빠르고 다양하게 즐길 수 있어서 좋어요,1,
172,23.02.01.,5,해피테라스 삼각티백: 캐모마일차 10티백,배송 빠르고 다양하게 즐길 수 있어서 좋어요,1,
173,23.02.01.,5,해피테라스 삼각티백: 계피차 10티백,배송 빠르고 다양하게 즐길 수 있어서 좋어요,1,
174,23.02.01.,5,해피테라스 삼각티백: 레몬밤차 10티백,배송 빠르고 다양하게 즐길 수 있어서 좋어요,1,
175,23.02.01.,5,해피테라스 삼각티백: 배도라지차 10티백,배송 빠르고 다양하게 즐길 수 있어서 좋어요,1,
176,23.02.01.,5,해피테라스 삼각티백: 페퍼민트차 10티백,"생각했던것보다 부드러운 맛이고, 풀맛같은것도 섞여서 느껴지네요.",0,#
177,23.01.29.,5,해피테라스 삼각티백: 라벤더차 10티백,물에 타면 덜한데 티백자체 향이 참 진합니다.,1,
178,23.01.28.,5,해피테라스 삼각티백: 쌍화차 10티백,감기기운 있을때 먹어볼께요 ㅎ,1,
179,23.01.28.,5,해피테라스 삼각티백: 히비스커스차 10티백,다양한 맛 보구 구매할려고 주문했어요,1,
180,23.01.09.,5,해피테라스 삼각티백: 배도라지차 10티백,빠른 배송 합리적 가격 좋은 품질 만족합니다,1,
181,23.01.09.,5,해피테라스 삼각티백: 작두콩차 10티백,엄마도 저도 가장 맛있게 먹었어요! 추천!,1,
182,23.01.09.,5,해피테라스 삼각티백: 둥굴레차 10티백,"냉침하면 조금 연하지만 그래도 맛있어요!
따뜻하게해서 진하게 먹어도 맛나요",0,
183,23.01.09.,5,해피테라스 삼각티백: 캐모마일차 10티백,달달한 향이 정말 좋아요!,1,
184,23.01.09.,5,해피테라스 삼각티백: 바나바잎차 10티백,생각보다 맛있었어요! 추천,1,
185,23.01.09.,5,해피테라스 삼각티백: 녹차 10티백,많이 씁쓸하지 않고 맛있어요!,1,
186,23.01.09.,5,해피테라스 삼각티백: 우엉차 10티백,구수하고 맛있어요!,1,
187,23.01.08.,5,해피테라스 삼각티백: 로즈힙차 10티백,10개입씩 들어있어서 좋아요~~~,1,
188,23.01.08.,5,해피테라스 삼각티백: 감잎차10티백,10개입씩 들어있어서 좋아요~~~,1,
189,23.01.08.,5,해피테라스 삼각티백: 히비스커스차 10티백,10개입씩 들어있어서 좋아요~~~,1,
190,23.01.08.,5,해피테라스 삼각티백: 오미자차 10티백,10개입씩 들어있어서 좋아요~~~,1,
191,23.01.07.,5,해피테라스 삼각티백: 결명자차 10티백,잘마실게요^^ 배송 빠르고 주문한 차 전부 좋습니당,1,
192,23.01.07.,5,해피테라스 삼각티백: 캐모마일차 10티백,향이 좋습니다 잘마실게요!!,1,
193,23.01.07.,5,해피테라스 삼각티백: 페퍼민트차 10티백,"다양하게 구매해서 매일 다른 차 마십니다!!
잘마실게요~",1,
194,23.01.07.,5,해피테라스 삼각티백: 루이보스티 10티백,"물대신 마실 수 있어 좋습니다.
잘마실게요!!",1,
195,23.01.07.,5,해피테라스 삼각티백: 히비스커스차 10티백,"배송 빨라서 좋아요.
다양하게 구매했습니다. 잘 마실게요!!",1,
196,23.01.06.,5,해피테라스 삼각티백: 라벤더차 10티백,좋아요 ~ 배송도 빠르고 ㅎㅎ,1,
197,23.01.06.,5,해피테라스 삼각티백: 캐모마일차 10티백,좋아요 ~ 배송도 빠르고 ㅎㅎ,1,
198,23.01.06.,5,해피테라스 삼각티백: 레몬 콤부차 10티백,맛있어서 재구매해요,1,
199,23.01.06.,5,해피테라스 삼각티백: 구기자차 10티백,배송이빨라요~ 구기자차도 맛있네요,1,
