,기입날짜,별점,옵션,후기,sentiment,
132,22.04.11.,3,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,처음에는 안 그러더니 가면 갈수록 실리콘의 특성인 건지 너무 잘 벗겨집니다 주의하셔야 해요 대중교통 같은 곳에서 꺼낼 때나 오픈할 때 진짜 자주 벗겨져요 ㅠㅠ,0,
133,22.04.06.,3,모델: 1.NEW 에어팟3세대 / 옵션: 53-미러베어 블랙,양면접착제가 없으면 뚜껑부분이 잘 떨어지네요,0,
134,22.04.01.,3,모델: 1.NEW 에어팟3세대 / 옵션: 03-감귤꼬꼬,왔는데 색이 부분부분 노랗게 변색되어서 놀람 얼굴에 안 지워지는 무언가 묻음 크기가 애매하게 안맞는거 같은데 이건 모르겠음 딱 가격값인거 같음,0,
135,22.04.01.,3,모델: 1.NEW 에어팟3세대 / 옵션: 03-감귤꼬꼬,좋아요~~~~~ 소재는 먼지 잘묻게 생김,0,
136,22.03.30.,3,모델: 1.NEW 에어팟3세대 / 옵션: 01-감귤꼬꼬,귀여워요 때는 잘타요ㅠ,0,
137,22.03.28.,3,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,"케이스는 예뻤는데
뭔가 살짝 헐렁한 느낌이었고
철가루 스티커는 생각보다 많이 안 맞아서
다시 구매하려고 생각중이예요
근데 귀엽긴 정말 귀여워요",0,
138,22.03.23.,3,모델: 1.NEW 에어팟3세대 / 옵션: 06-아따공룡,철가루방지 스티커는 두개 사야 주는거였네요 ㅡㅡ,0,
139,22.03.22.,3,,13번 투슬리블랙 케이스가 커서 그냥 쏙 빠져요...,0,
140,22.01.23.,3,모델: 1.NEW 에어팟3세대 / 옵션: 73-밀키핑크,배송이 너무느렸었어요,0,
141,22.01.22.,3,모델: 1.NEW 에어팟3세대 / 옵션: 09-테디도그브라운,이상해요. 푸들같은거 별로에요 그냥 빠져요,0,
142,22.01.22.,3,모델: 1.NEW 에어팟3세대 / 옵션: 50-푸들인형,"이상해요. 위에는 뚜껑처럼 끼는건데, 한개는 커서 그냥 빠지고 하나는 삐뚤어요",0,
143,22.01.18.,3,모델: 2.에어팟 프로 / 옵션: 프로14-시바몸통,좀 덜맞는느낌이예요,0,
144,22.01.16.,3,모델: 1.NEW 에어팟3세대 / 옵션: 61-퍼플,실리콘이 가방에 넣기도 편해서 주문했는데 좋아요. 색상도 이쁘고 깔끔하네요,1,
145,22.01.14.,3,모델: 1.NEW 에어팟3세대 / 옵션: 31-카이카이키키,아이선물...이쁘다고 조아해여,1,
146,22.01.14.,3,모델: 1.NEW 에어팟3세대 / 옵션: 53-미러베어 블랙,아이선물...이쁘다고 좋아해여,1,
147,22.01.14.,3,모델: 1.NEW 에어팟3세대 / 옵션: 04-쿼카 브라운,감사합니다. 잘 받았습니다.^^,1,
148,22.01.12.,3,모델: 2.에어팟 프로 / 옵션: 프로23-투명젤리케이스 + 키링,사이즈 잘맞고 이쁘네요~,1,
149,22.01.12.,3,모델: 3.에어팟 1/2세대 / 옵션: 10-아보카도,사이즈 잘맞고 이뻐요~,1,
150,22.01.08.,3,모델: 1.NEW 에어팟3세대 / 옵션: 61-퍼플,생각했던게 아니지만 그래도 이뻐요,0,
151,22.01.07.,3,모델: 1.NEW 에어팟3세대 / 옵션: 01-상어,월요일에 주문했는디 금요일이 받았네요ㅡㅡ 기다림이 지치다 받았어요 철가루방지스티커는 붙이니 블루 같아요,0,
152,22.01.07.,3,모델: 1.NEW 에어팟3세대 / 옵션: 52-날아라시바+키링,"배송이 5일이 걸리고 새물건인데 살짝 누렇고 흠집 이물감이 있네요 
철방테는 가성비 좋아요",0,
153,22.01.06.,3,모델: 1.NEW 에어팟3세대 / 옵션: 05-시바몸통,귀엽지만 퀄리티 별루에요ㅠ,0,
154,22.01.05.,3,모델: 1.NEW 에어팟3세대 / 옵션: 19-비모,귀엽긴한데 머리부분은 거의 없는 거랑 마찬가지네요 고정이 안되서 주머니에 넣거나 가방에 넣으면 쉽게 빠지네요ㅠ 커비는 아직 안껴봤는데 너무 귀여워요 둘다,0,
155,22.01.03.,3,모델: 1.NEW 에어팟3세대 / 옵션: 67-캔디화이트,"재질이 플라스틱인건 알았디먼 표면이 거칠거칠한건 아쉽네요~ 그래도 잘 사용하겠습니다
집에 있는 스트립을 연결핬더니 더 예뻐졌어요
다음엔 실리콘도 사볼래용",0,
156,22.01.02.,3,모델: 1.NEW 에어팟3세대 / 옵션: 01-감귤꼬꼬,귀여워서 좋았어요ㅎ,1,
157,22.01.01.,3,모델: 1.NEW 에어팟3세대 / 옵션: 53-미러베어 블랙,"디자인 예쁘고 빠른 배송은 좋습니다.

뚜껑이 열 때마다 떨어져서 아쉽네요ㅠ̑̈ㅠ̑̈
그리고 완전히 안열리는 것 같습니다ㅜㅜ",0,
158,21.12.31.,3,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,이쁜데 사이즈가 안맞는지 머리가 자꾸 벗겨져요,0,
159,21.12.30.,3,모델: 1.NEW 에어팟3세대 / 옵션: 01-감귤꼬꼬,"병아리최악
귀여움으로 둔갑한 디테일의함정",0,
160,23.03.23.,4,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,에어퍗 끼우기힘든데 그래도 이뻐요,0,
161,23.03.23.,4,모델: 에어팟 프로/프로2 / 옵션: 프로21-세일러문 마법봉,귀여워요 좋아요!!!,1,
162,23.03.21.,4,모델: NEW 에어팟3세대 / 옵션: 31-고양이발 핑크,가성비 좋네요. 많이 파세요,1,
163,23.03.16.,4,모델: 에어팟 프로/프로2 / 옵션: 프로22-인스타,그렄대로 만족합니다!,1,
164,23.03.13.,4,모델: 에어팟 프로/프로2 / 옵션: 프로09-쿼카 브라운,"가격대비 만족합니다.
마감같은게 좀 싼티가 나는데 가격생각하면 좋아요",0,
165,23.03.11.,4,모델: 에어팟 프로/프로2 / 옵션: 프로10-쿼카 화이트,너무 귀엽습니다 근데 좀 금방 더러워지고 장식이 떨어져요,0,
166,23.03.11.,4,모델: 에어팟 프로/프로2 / 옵션: 프로19-오리모자3종,"디자인은 너무 귀여워서 잘 사용하고
있어요~",1,
167,23.03.10.,4,모델: 에어팟 프로/프로2 / 옵션: 프로02-아따공룡,너무 잘 사용하고 있습니다. 케이스 접착하고 있는 부분이 없어서 조금 헐겁다는 단점이 있네요,0,
168,23.03.09.,4,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,"좋아요
괜찮아요
Good",1,
169,23.03.05.,4,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,"너무귀여워요^^
아이가
가방에달고다녀요^^",1,
170,23.02.25.,4,모델: NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,저렴하게 잘 구입했습니다. 사은품도 많이 주네요,1,
171,23.02.23.,4,모델: 에어팟 프로/프로2 / 옵션: 프로25-블루베어+키링,깔끔하고 귀여워요~,1,
172,23.02.21.,4,모델: 에어팟 프로/프로2 / 옵션: 프로14-닌텐도,"사진보단 색상이 옅어서 아쉽네요 .
실물은 생각보다 실망스러웠지만 그래도
 잘 쓰겠습니다~!",0,
173,23.02.16.,4,모델: 에어팟 프로/프로2 / 옵션: 프로27-투명젤리케이스 + 키링,배송은 좀 걸렸지만 가격도 적당하고 디자인도 너무 귀여워요. ^^,0,
174,23.02.16.,4,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,배송은 좀 걸렸지만 가격도 적당하고 디자인도 너무 귀여워요. ^^,0,
175,23.02.15.,4,모델: 에어팟 프로/프로2 / 옵션: 프로13-불독헤드폰레드,배송도 빠르고 서비스도 주시고 좋아요,1,
176,23.02.12.,4,모델: 에어팟 프로/프로2 / 옵션: 프로08-오리헤드폰,사실 이거 사려고 여기 들어왔습니다 귀엽긴 귀여워요 근데 새하얀 얼굴에ㅠㅠ 검은 오염이 있어서ㅠㅠㅜ 좀 속상하네요 좀 두께가 있는 편이라 불편할 수는 있을 것 같아요,0,
177,23.02.12.,4,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,너무 귀여워서 냅다 샀어요 얘... 서있을 수 있어요.. 책상에 세워두면 심하게 귀엽습니다 저렴한 가격의 제품이라 그런가 크기가 딱 맞지는 않아요. 그래도 귀여우니까 넘어갈 만 해요!,0,
178,23.02.10.,4,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,흠 키링 거는 그기 약간 벌어짐 어쩔수없는거같아욤,0,
179,23.02.06.,4,모델: 에어팟 프로/프로2 / 옵션: 프로01-감귤꼬꼬 캐릭터,"무배라서 좋아요
생각보다 무거워요",0,
180,22.10.23.,4,모델: 1.NEW 에어팟3세대 / 옵션: 62-오로라블루,화면 색상보다 조금 더 어두워요~~,0,
181,22.10.23.,4,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,"빠른배송이 마음에 들었습니다
그러나 잠만보 상품을 주문했는데 위와 아래 파츠 옆면이 반듯하게 물리지 않아 이격이 생기네요",0,
182,22.10.18.,4,모델: 1.NEW 에어팟3세대 / 옵션: 13-투슬리스 블랙,"예쁘네요. 1+1이라서 더 좋구요
근데 무선 충전이 안되서 좀 아쉽네요",0,
183,22.10.12.,4,모델: 1.NEW 에어팟3세대 / 옵션: 44-푸들인형,써보고 괜찮은지 볼게요~,1,
184,22.10.06.,4,모델: 1.NEW 에어팟3세대 / 옵션: 22-버섯,"역시 나의 원픽 넘 귀여운 버섯  ㅠㅠㅠ
잘쓰겠습니당 철가루 방지스티커는 동봉된 가이드스티커로 중앙부분살짤 붙여서 붙이쉬면 쉽습니다 딱 맞아떨어지진않구요 빈공간 살짝 있습니다 그래도 가격대비 이정도면 괜찮은것같습니다",0,
185,22.10.04.,4,모델: 1.NEW 에어팟3세대 / 옵션: 48-미러베어 화이트,"철가루 방지 스티커 부착이 좀 어려웠지만 케이스가 귀여워요.
그런데 케이스 뚜껑이 붙이는 스티커 자국이 외부에서 살짝 비치는게 아쉬워요ㅠㅠ",0,
186,22.10.01.,4,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,귀여운데 ㅜㅠ 한달 만에 때가…. 검정 바지에 넣고 한 시간 다녔는데 이염이 되서 안 지워지네요 너무 속상해요 ㅠㅠ,0,
187,22.09.26.,4,모델: 1.NEW 에어팟3세대 / 옵션: 36-설리,"귀요미 케이스 잘 사용하고 있는데....
단점이 뚜껑이 자주 빠져서 분실 우려가 있네요",0,
188,22.09.24.,4,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,사실 잘 벗겨지긴해여.. 그래도 생활 스크레치는 막을 수 있을 것 같아 좋습니다!! 그리고 사은품으로 주신 캐이스도 너무 마음에 들어요 감사합니다.,0,
189,22.09.22.,4,모델: 1.NEW 에어팟3세대 / 옵션: 46-날아라시바+키링,"배송은 이틀정도 걸렸어요 ㅎ 
케이스 너무 귀엽네요! 근데 제품안에 히끗히끗한거? 그게 묻어잇긴 한데 쓰는데 지장없을것 같아요 잘쓸게요",0,
190,22.09.20.,4,모델: 1.NEW 에어팟3세대 / 옵션: 47-미러베어 블랙,"귀여워요!
근데 뚜껑을 덮으려면 양면테이프?를 붙여야해서 좀 그래요...",0,
191,22.09.11.,4,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,"일체형이고 잘 안벗겨져서 좋네요
잘 사용하겠습니나",1,
192,22.09.07.,4,모델: 1.NEW 에어팟3세대 / 옵션: 47-미러베어 블랙,귀엽긴한데 뚜껑쪽이 약간 뜨는거 같아요,0,
193,22.09.06.,4,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,저렴하고 품질도 좋아요,1,
194,22.09.05.,4,모델: 1.NEW 에어팟3세대 / 옵션: 18-미니언즈,"1+1행사여서 좋았어요~
아이가 둘다 맘에 들어해서 더 좋았어요~
스폰지밥 너무귀여워요~",1,
195,22.09.04.,4,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,이쁩니다 사은품도 좋구요,1,
196,22.09.03.,4,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도,제품은 좋으나 배송이 조금만 빨랐으면 좋겠어요.,0,
197,22.09.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 13-투슬리스 블랙,너무 귀여워요 이쁜 상품 원 플러스 원으로 주시고 아주 많이 번창하세요 고맙습니다,1,
198,22.09.01.,4,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,"저렴한 가격에 두개보내주셔서 딸아이와 함께 써요.

철다루스티커는 조금 비싼 듯 해서 별하나 뺍니다.",1,
199,22.08.31.,4,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,"이번에 3세대 구매하면서 케이스도 같이 구매핬어요~
케이스는 투박한 느낌이 있지만 마음에 들어요",1,
