,기입날짜,별점,옵션,후기,sentiment,
178,22.10.19.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 31-볼터치 공룡이 그린,"이쁜케린터 너무 맘에들어요~
사은품까지 완벽해요~",1,
179,22.10.18.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 45-마틸다,완전 만족해요. 너무 이뻐요. 좀 크긴 하지만 다들 귀엽다고 하네요. 저렴하게 잘 산거 같애요 ㅎ 강추합니다. 제 취향잉ㅔ요. 서비스로 귀여운 캐릭터도 주셨네요 ㅎ,1,
180,22.08.18.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 03-시바몸통,투슬리스로 낄까하다 시바캐릭이 심플한거같아서 이걸로 장착해봤네요 중간사진은 사은품이네요,1,
181,22.08.18.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 02-투슬리스 화이트 캐릭터,캐릭터도 귀여운거 같고 괜찮네요,1,
182,22.08.18.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 04-아따공룡,가격도 좋고 너무 예쁘네요. 또 사고 싶네요,1,
183,22.08.16.,5,모델: 에어팟 1/2세대 공용 / 옵션: 04-아따공룡,편하고 너무 예뻐요,1,
184,22.08.16.,5,모델: 에어팟 1/2세대 공용 / 옵션: 81-퍼플,편하고 너무 예뻐요,1,
185,22.08.13.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 29-쿼카 브라운,배송도빠르고 너무귀여워요,1,
186,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 69-투명젤리케이스+키링,이쁘고 깔끔합니다.,1,
187,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 14-베어베어+키링,깔끔하고 이뻐요. 사이즈는 좀 크네요.,0,
188,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 53-잠만보,"물건은 좋은데 잠만보가 검은색이라서 짝퉁 잠만보냐구 딸이 뭐라구 하네요
선물하려다가 싫다고 해서 제가 쓰네요ㅠ.ㅠ",0,
189,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 49-데이지꽃,어머 너무나 귀엽지 아니한가요??,1,
190,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 66-투명오리+키링,너무 예뻐요 하나 더 사고싶네요 ㅎ,1,
191,22.08.11.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 38-카메라민트,생각보다 괜찮아요 랜덤 케이스도 마음에 들어요,1,
192,22.08.11.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 44-레옹,가격 대비 생각보다 쓸만하내요 랜덤으로 보내준 케이스도 이쁘고 좋아요,1,
193,22.08.11.,5,모델: 에어팟 1/2세대 공용 / 옵션: 27-세일러문 마법봉,가격대비 괜찮아요~,1,
194,22.08.10.,5,모델: 에어팟 1/2세대 공용 / 옵션: 22-상어,깔끔하고 너무 좋아요!!!,1,
195,22.08.09.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 03-시바몸통,"좋아요~~~~
좋아요~~~~",1,
196,22.08.08.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 29-쿼카 브라운,배송 품질 다 만족합니다.,1,
197,22.08.08.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 46-크래커 브라운,너무 이쁘고 맘에 듭니다.,1,
198,22.08.08.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 29-쿼카 브라운,짱귀여워용ㅋㅋㅋ!!,1,
199,22.08.07.,5,모델: 에어팟 1/2세대 공용 / 옵션: 03-시바몸통,추가로 랜덤케이스도 보내주시고 때도 잘 안타서 만족하면서 잘 쓰고 있습니다!!,1,
