,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,기입날짜,별점,옵션,후기,sentiment,Unnamed: 6
445,445,445,45,45,23.04.12.,5,"삼각티백 종류 선택: 계피차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","날이 더워지고 있어서 계피차 사봤어요_x000D_
찬물에 우려도 은은하니 맛나요",1,
446,446,446,46,46,23.04.12.,5,"삼각티백 종류 선택: 여주차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",부모님이 당뇨라서 구매했어요 ^^,1,
447,447,447,47,47,23.04.12.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","어제 저녁에 주문했는데 오늘 도착했네요~_x000D_
깔끔하고 맛있어요 ♡",1,
448,448,448,48,48,23.04.12.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",매일매일 꾸준히 따뜻하게 먹고있어요,1,
449,449,449,49,49,23.04.12.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",매일매일 꾸준히 따뜻하게 먹고있어요,1,
450,450,450,50,50,23.04.12.,5,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요","비염있어서 주문했는데,. 괜찮네요.. 오래 우려내면 비린맛이 나는 제품이 가끔 있던데, , 이건 괜찮더라구요..",1,
451,451,451,51,51,23.04.12.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛도좋고 양도좋아서 잘먹고있어요,1,
452,452,452,52,52,23.04.12.,5,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",한달 잘 먹고 또 주문하러 왔어요,1,
453,453,453,53,53,23.04.12.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",몇번째 재구매인지 모르겠어요 최고예요,1,
454,454,454,54,54,23.04.11.,5,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",감사합니당!!!!!!!!!!,1,
455,455,455,55,55,23.04.11.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",요즘 간절기에 잘 먹고있어요,1,
456,456,456,56,56,23.04.11.,5,"삼각티백 종류 선택: 여주차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",신랑이 당이 있어서 평사시 물  티백넣어서 먹일라고요,1,
457,457,457,57,57,23.04.11.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","아이가 감기를 달고 살아서 ㅠㅠ_x000D_
유치원보낼시에  배도라지차 우려서 보내보려고 주문했어요.",1,
458,458,458,58,58,23.04.11.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",깔끔하고 좋은거 같아요,1,
459,459,459,59,59,23.04.11.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",깔끔하고 좋은거같아요,1,
460,460,460,60,60,23.04.11.,5,"삼각티백 종류 선택: 당귀차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",당귀차 향이 강하지 않고 맛은 보리차보다 싱거운? 화장실은 잘가게되어서 좋아요!,1,
461,461,461,61,61,23.04.11.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",남편이 고혈압전단계인데 돼지감자차가 좋다고 해서 주문해어요~ 티백2개우려서 500미리 텀블러에 매일 챙겨주는데 구수하고 맛있다고 하네요~,1,
462,462,462,62,62,23.04.11.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장도 예쁘고 맛도 구수하고 좋아요~^^,1,
463,463,463,63,63,23.04.11.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",고소하고 저렴하고 일석이조!,1,
464,464,464,64,64,23.04.11.,5,"삼각티백 종류 선택: 도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요",몸에 좋은 차 마시려고 주문했어요.,1,
465,465,465,65,65,23.04.11.,5,"삼각티백 종류 선택: 국화차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요",몸에 좋은 차 마시려고 주문했어요.,1,
466,466,466,66,66,23.04.11.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요",몸에 좋은 차 마시려고 주문했어요.,1,
467,467,467,67,67,23.04.11.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요","매일 충분한 물마시기를 지키기 위해서_x000D_
아침마다 큰 물통에 우려놓고 먹어요. _x000D_
많이 희석되서 저에겐 너무 먹기 좋아요.",1,
468,468,468,68,68,23.04.11.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도 빠르고 티백이니 아주 간편해요. 특히 당뇨에 좋아요. 맛도 좋아요,1,
469,469,469,69,69,23.04.11.,5,"삼각티백 종류 선택: 계피차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",끝에 살짝 단맛이 기분 조아요 계피향도 은은해서 좋습니다,1,
470,470,470,70,70,23.04.11.,5,"삼각티백 종류 선택: 계피차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송빠르고 상품 좋아요 또 구매할께요,1,
471,471,471,71,71,23.04.11.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",구수하고 먹을만합니다 맛으로먹진않아요,1,
472,472,472,72,72,23.04.10.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",저번에 구매했던 곳 가격이 올라서 착한 가격 찾다가 구매한 건데 어머니가 패키지 예쁘다고 더 좋아하세요~ 소분해서 보관할 수 있어서 좋네요^^ 번창하세요!,1,
473,473,473,73,73,23.04.10.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",물건잘받았습니다 자주시키는곳이라 믿고 마시겠습니다,1,
474,474,474,74,74,23.04.10.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",물건잘받았습니다 자주시키는곳이라 믿고마십니다,1,
475,475,475,75,75,23.04.10.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",여기상품이좋아서 이번엔다른차로재구매했어요!,1,
476,476,476,76,76,23.04.10.,5,"삼각티백 종류 선택: 레몬 콤부차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",여기상품이좋아서 이번엔다른차로재구매했어요!,1,
477,477,477,77,77,23.04.10.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","냄새가 구수해요_x000D_
꾸준히 먹어보려구요~",1,
478,478,478,78,78,23.04.10.,5,"삼각티백 종류 선택: 계피차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도 빠르고 잘 도착했습니다. 회사 탕비실에서 먹는거라 통에 담아두고 먹는데 상사분들 잘 드시네요. 향은 많이 나고 맛은 약간 연한데 전 진하지 않아서 좋네요.,1,
479,479,479,79,79,23.04.10.,5,"삼각티백 종류 선택: 야관문차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",먹어봤는데 좋아서 또 주문했네요,1,
480,480,480,80,80,23.04.10.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",잘 우러나고 좋아요 감사합니다,1,
481,481,481,81,81,23.04.10.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",3번째 재구매했어요,1,
482,482,482,82,82,23.04.10.,5,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",이거가 제일 마싯다고 하쉼 꼬숩다고~~,1,
483,483,483,83,83,23.04.10.,5,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",통에 따로넣어서 쓰는중이엥영 맛잇서요,1,
484,484,484,84,84,23.04.10.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",걍 그래요 ㅎㅎㅎ맛은.. 잘모르겠오요 ㅋㅋ 제입맛에는 그닥이네요 이다음엔 다른맛으로 주문해볼게요!!,0,
485,485,485,85,85,23.04.10.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",매번 재주문 해서 먹고 있어요 좋아요!!,1,
486,486,486,86,86,23.04.10.,5,"삼각티백 종류 선택: 호박차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 매번 재주문 해서 먹고 있어요,1,
487,487,487,87,87,23.04.10.,5,"삼각티백 종류 선택: 우슬차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",토요일 저녁에 주문했는데 월요일 아침 도착했네요 배송도 빠르고 매번 재주문 해서 먹고 있습니다^^,1,
488,488,488,88,88,23.04.10.,5,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있어요~1g과1.5g으로 두가지라 좋구요,1,
489,489,489,89,89,23.04.09.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있게 잘마시고 있습니다,1,
490,490,490,90,90,23.04.09.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있게 잘맛고 있어요,1,
491,491,491,91,91,23.04.09.,5,"삼각티백 종류 선택: 구기자차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛잇게 잘마시고 있어요,1,
492,492,492,92,92,23.04.09.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","식전에 매일 한잔씩 복용하고있습니다_x000D_
고혈압.당료수치가 정상수치에 있어서 만족하고 재구매해서 계속 복용해야겠습니다",1,
493,493,493,93,93,23.04.09.,5,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",굿굿 매번 시킵니댯 ㅇㄹ~~,1,
494,494,494,94,94,23.04.09.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",호박팥차 너무 맛있어요,1,
495,495,495,95,95,23.04.08.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",티백은 여기서만 사게되네요 바나바잎은 특히 당뇨인들 열심히 먹어요,1,
496,496,496,96,96,23.04.08.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",재구매입니다 맛있읍니다,1,
497,497,497,97,97,23.04.08.,5,"삼각티백 종류 선택: 오미자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있읍니다 재구매입니다,1,
498,498,498,98,98,23.04.08.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있읍니다 재구매입니다,1,
499,499,499,99,99,23.04.08.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",재구매입니다 맛있읍니다,1,
500,500,500,100,100,23.04.08.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",매일 한 잔씩 마시고 있어요~^^,1,
501,501,501,101,101,23.04.08.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛이 구수하고 맛있어요 포장꼼꼼하구요. 만족합니다,1,
502,502,502,102,102,23.04.08.,5,"삼각티백 종류 선택: 도라지차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",작년에 주문했던거 다먹어가서 재주문했어요^^  도라지도 석류도 맛있습니다~ 석류콤부차 다른 브랜드 먹어봤는데 해피트리가 제일맛있어요^^,1,
503,503,503,103,103,23.04.08.,5,"삼각티백 종류 선택: 석류 콤부차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",작년에 주문했던거 다먹어가서 재주문했어요^^  도라지도 석류도 맛있습니다~ 석류콤부차 다른 브랜드 먹어봤는데 해피트리가 제일맛있어요^^,1,
504,504,504,104,104,23.04.08.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","남편이 당이 좀 있어서 구매헸어요_x000D_
티백으로 되 있어서 먹기 편해서 구매했는데 직접 끓여서 먹는거랑 효과가 같길바라며 먹고있어요_x000D_
괸찮으면 또 구매하고 싶습니다",1,
505,505,505,105,105,23.04.08.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 10티백X5개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",우리아이가 잘먹어요,1,
506,506,506,106,106,23.04.08.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",처음시텨보는데 만족합니다,1,
507,507,507,107,107,23.04.08.,5,"삼각티백 종류 선택: 여주차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",여주차는 첫음인데 생각보단 맛이 있네요.,1,
508,508,508,108,108,23.04.08.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛도 깔끔하고 개별포장도  잘되어있어요. 돼지감자차는 재구매 했구요. 여주차도 기대되요.,1,
509,509,509,109,109,23.04.08.,5,"삼각티백 종류 선택: 계피차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장 깔끔하고  맛있네요. 수고하세요,1,
510,510,510,110,110,23.04.08.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",당수치 올라가서 먹는중인데 효과는 모르겠어요,0,
511,511,511,111,111,23.04.08.,5,"삼각티백 종류 선택: 비트차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","구수하고 맛좋아요 ❤️_x000D_
여자한테 좋다고 해서 자주 마시는 즁!",1,
512,512,512,112,112,23.04.08.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","운동하면서도 마시고 몸이 부은 것 같을 땐 필수로 마셔요!_x000D_
호박맛 달쿰하니 좋습니다!",1,
513,513,513,113,113,23.04.08.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아침마다 한잔씩 맛있게 마시는중~~~,1,
514,514,514,114,114,23.04.07.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아빠가 이것만 먹어서 매번 시켜요~ 100개나 되는데 다른곳보다 저렴해요~,1,
515,515,515,115,115,23.04.07.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",돼지감자차 맛있어요,1,
516,516,516,116,116,23.04.07.,5,"삼각티백 종류 선택: 보이차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",건강때문에 사게 됐어요! 꾸준하게 잘 마실게요ㅎㅎ건강때문에 사게 됐어요! 꾸준하게 잘 마실게요ㅎㅎ,1,
517,517,517,117,117,23.04.07.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",건강때문에 사게 됐어요! 꾸준하게 잘 마실게요ㅎㅎ,1,
518,518,518,118,118,23.04.07.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",건강때문에 사게 됐어요! 꾸준하게 잘 마실게요ㅎㅎ,1,
519,519,519,119,119,23.04.07.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",진하고 맛있어요. 다 마시면 또 주문해서 시원하게 마셔야겠습니다.,1,
520,520,520,120,120,23.04.06.,5,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 10티백X5개_x000D_
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",차가 맛있어요~ 포장재질 때문에 믿고 구입합니다.,1,
521,521,521,121,121,23.04.06.,5,"삼각티백 종류 선택: 계피차 티백 / 삼각티백 구성 선택: 10티백X5개_x000D_
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",계피차는 아직 안 마셔 봤지만 기대됩니다.,1,
522,522,522,122,122,23.04.06.,5,"삼각티백 종류 선택: 우엉차 티백 / 삼각티백 구성 선택: 10티백X5개_x000D_
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",차가 맛있네요. PLA 포장이라 구입했어요,1,
523,523,523,123,123,23.04.06.,5,"삼각티백 종류 선택: 오미자차 티백 / 삼각티백 구성 선택: 10티백X5개_x000D_
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",호박 팥차가 맛있네요~ PLA 포장이라 구입했어요.,1,
524,524,524,124,124,23.04.06.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","어머님이 당뇨있으셔서 주문했어요~_x000D_
티백이 편할것 같아 구입했는데_x000D_
수치도 좋아져서 또 주문할께요👍🏻",1,
525,525,525,125,125,23.04.06.,5,"삼각티백 종류 선택: 도라지차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도 빠르고 양도 많아요,1,
526,526,526,126,126,23.04.06.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",무난무난 좋습니다아어,1,
527,527,527,127,127,23.04.06.,5,"삼각티백 종류 선택: 여주차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요 아주 좋아요,1,
528,528,528,128,128,23.04.06.,5,"삼각티백 종류 선택: 여주차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",틈나는되로 열심히 먹고 있습니다 감사합니다,1,
529,529,529,129,129,23.04.05.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",차가 진하게 우러나 맛있습니다.,1,
530,530,530,130,130,23.04.05.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요",만족합니다. 감사합니다.,1,
531,531,531,131,131,23.04.05.,5,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저렴한 가격과 좋은품질에 만족합니다,1,
532,532,532,132,132,23.04.05.,5,"삼각티백 종류 선택: 호박차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",10번 넘게 주문하는 중입니다..!,1,
533,533,533,133,133,23.04.05.,5,"삼각티백 종류 선택: 계피차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",몇년째 여러가지차를 주문해서 잘 먹고 있습니다,1,
534,534,534,134,134,23.04.05.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","고소하고 거부감없이 맛있어요 ㅎㅎ_x000D_
양도 많고 배송도 빠르네요",1,
535,535,535,135,135,23.04.05.,5,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","고소하고 맛있어서 커피 대신 마시기에 딱이에요_x000D_
당도 내렸으면 좋겠네요 ㅠ",1,
536,536,536,136,136,23.04.05.,5,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요","이전에 직접 검색해서 전체적으로(차 종류, 포장팩 상태, 가격, 주문 조건 등) 괜찮아 보이는 스토어여서 구매했다가 마셔보고 다음에 주문하게 되면 다른 차도 사봐야겠다 했는데 너무 만족스러워서 이번에 또 재주문하려고 합니다. 지퍼백으로 된 제품이라 깔끔하게 보관하기 좋고, 티백형태라 챙겨 마시기 편하네요~! 차 종류가 엄청 많아서 하나씩 맛보고파서 지난 번에 구매하지 않았던 차들로 주문했어요.. 이번엔 3팩 구매했더니 서비스로 텀블러까지 왔네요~~ 넘 좋아용!!_x000D_
 일단 목에 좋은 도라지차부터 마시는 중인데 구수하고 진하기는 엄청 진하지 않고 딱 좋은 정도.. 차 좋아하시는 분들이라면 ""해피테라스"" 스토어 추천드려요♥",1,
537,537,537,137,137,23.04.05.,5,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요","이전에 직접 검색해서 전체적으로(차 종류, 포장팩 상태, 가격, 주문 조건 등) 괜찮아 보이는 스토어여서 구매했다가 마셔보고 다음에 주문하게 되면 다른 차도 사봐야겠다 했는데 너무 만족스러워서 이번에 또 재주문하려고 합니다. 지퍼백으로 된 제품이라 깔끔하게 보관하기 좋고, 티백형태라 챙겨 마시기 편하네요~! 차 종류가 엄청 많아서 하나씩 맛보고파서 지난 번에 구매하지 않았던 차들로 주문했어요.. 이번엔 3팩 구매했더니 서비스로 텀블러까지 왔네요~~ 넘 좋아용!!_x000D_
 일단 목에 좋은 도라지차부터 마시는 중인데 구수하고 진하기는 엄청 진하지 않고 딱 좋은 정도.. 차 좋아하시는 분들이라면 ""해피테라스"" 스토어 추천드려요♥",1,
