,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,기입날짜,별점,옵션,후기,sentiment,Unnamed: 6
984,984.0,184,184,23.01.09.,5,해피테라스 삼각티백: 바나바잎차 10티백,생각보다 맛있었어요! 추천,1.0,
985,985.0,185,185,23.01.09.,5,해피테라스 삼각티백: 녹차 10티백,많이 씁쓸하지 않고 맛있어요!,1.0,
986,986.0,186,186,23.01.09.,5,해피테라스 삼각티백: 우엉차 10티백,구수하고 맛있어요!,1.0,
987,987.0,187,187,23.01.08.,5,해피테라스 삼각티백: 로즈힙차 10티백,10개입씩 들어있어서 좋아요~~~,1.0,
988,988.0,188,188,23.01.08.,5,해피테라스 삼각티백: 감잎차10티백,10개입씩 들어있어서 좋아요~~~,1.0,
989,989.0,189,189,23.01.08.,5,해피테라스 삼각티백: 히비스커스차 10티백,10개입씩 들어있어서 좋아요~~~,1.0,
990,990.0,190,190,23.01.08.,5,해피테라스 삼각티백: 오미자차 10티백,10개입씩 들어있어서 좋아요~~~,1.0,
991,991.0,191,191,23.01.07.,5,해피테라스 삼각티백: 결명자차 10티백,잘마실게요^^ 배송 빠르고 주문한 차 전부 좋습니당,1.0,
992,992.0,192,192,23.01.07.,5,해피테라스 삼각티백: 캐모마일차 10티백,향이 좋습니다 잘마실게요!!,1.0,
993,993.0,193,193,23.01.07.,5,해피테라스 삼각티백: 페퍼민트차 10티백,"다양하게 구매해서 매일 다른 차 마십니다!!
잘마실게요~",1.0,
994,994.0,194,194,23.01.07.,5,해피테라스 삼각티백: 루이보스티 10티백,"물대신 마실 수 있어 좋습니다.
잘마실게요!!",1.0,
995,995.0,195,195,23.01.07.,5,해피테라스 삼각티백: 히비스커스차 10티백,"배송 빨라서 좋아요.
다양하게 구매했습니다. 잘 마실게요!!",1.0,
996,996.0,196,196,23.01.06.,5,해피테라스 삼각티백: 라벤더차 10티백,좋아요 ~ 배송도 빠르고 ㅎㅎ,1.0,
997,997.0,197,197,23.01.06.,5,해피테라스 삼각티백: 캐모마일차 10티백,좋아요 ~ 배송도 빠르고 ㅎㅎ,1.0,
998,998.0,198,198,23.01.06.,5,해피테라스 삼각티백: 레몬 콤부차 10티백,맛있어서 재구매해요,1.0,
999,999.0,199,199,23.01.06.,5,해피테라스 삼각티백: 구기자차 10티백,배송이빨라요~ 구기자차도 맛있네요,1.0,
1000,1000.0,0,0,23.04.10.,1,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",민트맛 일도안나요 다버렷습니다.,0.0,
1001,1001.0,1,1,23.03.22.,1,"삼각티백 종류 선택: 라벤더차 티백 / 삼각티백 구성 선택: 10티백X5개
맛 만족도맛 없어요유통기한꽤 남았어요포장별로예요",내용물이 다 나와서 마실때 입에 씹혀요,0.0,
1002,1002.0,2,2,23.03.18.,1,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한꽤 남았어요포장별로예요",그럭저럭 먹을만해요,1.0,
1003,1003.0,3,3,23.03.12.,1,"삼각티백 종류 선택: 자스민차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",자스민차에 자스민꽃0.5% 이정도면 자스민향 홍차라고 판매해야될꺼같은데요? 홍차를 왜 자스민이라고 팔죠?,0.0,
1004,1004.0,4,4,23.02.07.,1,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요",맛이 너무 싱거워요 진햇으면..,0.0,
1005,1005.0,5,5,23.01.31.,1,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",매번 주문합니다. 감사합니다.,1.0,
1006,1006.0,6,6,23.01.31.,1,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","오늘 먹은 캐머마일 티백에서 흙이 나왔어요.
모르고 먹다가 거의 다 먹을때쯤 모래같은게 씹혀서 보니 흙이 잔뜩 가라앉아 있네요 😑",0.0,
1007,1007.0,7,7,23.01.24.,1,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",페퍼민트 특유의 향이 아주 약해요. 더 주문 안할거 같네요.,0.0,
1008,1008.0,8,8,23.01.07.,1,"삼각티백 종류 선택: 로즈힙허브차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요","택배 포장이 너무 가벼워서  빈박스인줄 알았네요
개봉해서 티백을 보는 순간 이건 너무 한거 아닌가 싶더라구요. 내용물을 넣다 말았는지 양이 적어도 너무적네요
양도 일률적이도않고 들쑥날쑥 ㅠㅠ",0.0,
1009,1009.0,9,9,23.01.07.,1,"삼각티백 종류 선택: 대추차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",맛향이 너무 약해요,0.0,
1010,1010.0,10,10,23.01.06.,1,"삼각티백 종류 선택: 마리골드차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요",마리골드만 거의 안먹고 있어요 ㅠㅠ,0.0,
1011,1011.0,11,11,22.10.18.,1,"삼각티백 종류 선택: 로즈힙허브차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",로즈힙 주문했고 송장도 로즈힙으로 찍혀있는데 자스민차로 왔네요 교환하려다 그냥 먹을게요,0.0,
1012,1012.0,12,12,22.10.01.,1,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",찬물에 마시면 배탈남,0.0,
1013,1013.0,13,13,22.08.10.,1,"삼각티백 종류 선택: 03.페퍼민트 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요","페퍼민트 주문했는데 캐모마일이 왔네요;;;;;;;
무슨생각으로 포장을 하셨나요?!!!",0.0,
1014,1014.0,14,14,22.07.01.,1,"삼각티백 종류 선택: 03.페퍼민트 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요","여태 인터넷에서 페퍼민트 배송시켜 마셨던 것 중 가장 향이 안 좋습니다. 
왠만하면 향도 좋고 오래가던데 이곳에서 판매되는 것은 브로콜리 삶고 난 후의 풀맛 같습니다.",0.0,
1015,1015.0,15,15,22.06.19.,1,"삼각티백 종류 선택: 16.로즈힙허브티 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",양이너무 적어요 개수가 세어질정도예요 티백만 100개로 늘려놓은양이네요,0.0,
1016,1016.0,16,16,22.05.28.,1,"삼각티백 종류 선택: 15.자스민차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한아주 넉넉해요포장별로예요",자스민차를 시켰는데 도라지차가 왔네요,0.0,
1017,1017.0,17,17,22.04.27.,1,"삼각티백 종류 선택: 06.우엉차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장별로예요",벌써 6번째 구매인데 배송상태가 최악입니다ᆢ,0.0,
1018,1018.0,18,18,22.03.12.,1,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",히비스커스 티 정말 좋아하는데 스벅것만 마시다가 당연히 맛 같을 줄 알았는데 달라요 못마시겠어요,0.0,
1019,1019.0,19,19,22.02.25.,1,"삼각티백 종류 선택: 02.캐모마일 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도맛 없어요유통기한임박상품이에요포장별로예요",티백끈이 계속끊어져서 스트레스받음,0.0,
1020,1020.0,20,20,22.02.04.,1,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한임박상품이에요포장별로예요",향도 좋고 맛있습니다.,1.0,
1021,1021.0,21,21,21.12.03.,1,"삼각티백 종류 선택: 20.유기농 레몬밤 티백 / 삼각티백 구성 선택: 25티백
맛 만족도평범해요유통기한임박상품이에요포장적당해요",텀블러가물이세네여 통화하니깐밀폐형이아니라그럴수잇다는데 텀블러는들고다니는건데 조심히사용해달라는데좀아닌거같네여ㅜㅜ저도이와돌일한제품잇는데그것은흔들어도안세는데 물이세면 제개인적으로는판매를안하셔야되는게맞는거같네여 아니면공지에물에셀수잇다라고기제하시던가여 그걸알앗더라면 물세는텀블러를누가추가구매할까여 좀마니아니네영 이것은  더군다나 뜨거운티를마시는데 뜨거운물을넣는데 저물세서 손데엿어여. 깜짝놀랫네여 불량이온줄알고 원래그렇ㅌㅏ는 상담원말씀이더기가차네여 뜨거운차에 물세면 미리공지해주시던가 이런일을당하게하시고 매우불쾌하네여,0.0,
1022,1022.0,22,22,21.11.26.,1,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 10티백X5개
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요","맛이 제 스타일이 아니더라구요.....
인터넷에 쳐보니까 건강에는 좋은 차 같더라구요
맛은 없습니다ㅜ ㅜ",0.0,
1023,1023.0,23,23,21.11.15.,1,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요",맛이 너무 없어서 아쉽지만 평점는 노노...,0.0,
1024,1024.0,24,24,21.09.03.,1,"삼각티백 종류 선택: 01.루이보스티 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",카페에서 먹던맛을 기대했는데 아니네요ㅜㅜ,0.0,
1025,1025.0,25,25,21.05.28.,1,"삼각티백 종류 선택: 03.페퍼민트 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요","포장 꼼꼼하고 좋아요.. 여분의 봉투 감사합니다.
서비스 티백도 감사합니다. 페파민트는 시원하고 화한 맛이 없고 그냥 풀맛?이 나서 조금 실망했습니다. 페파민트에서 구수한맛 무엇인지..",0.0,
1026,1026.0,26,26,21.04.03.,1,"삼각티백 종류 선택: 02.캐모마일 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장별로예요",리플쓴다고썻는데도 아무런양해없이 보틀없이 보내네요. 여러번주문했는데 이딴식이면거래하고싶을까여?,0.0,
1027,1027.0,27,27,21.04.02.,1,"삼각티백 종류 선택: 17.유기농 캐모마일 티백 / 삼각티백 구성 선택: 25티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",거의 4만원 주문했는데 물통하나 한줌,0.0,
1028,1028.0,28,28,21.03.17.,1,"삼각티백 종류 선택: 02.캐모마일 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장별로예요","다른것도 아니고 먹는건데 박스 다 뜯어져서 왔는데 
뜯어질걸 알고 테이핑질을 한건지;;
그걸 알면 튼튼한 박스를 쓰세요. 누가 먹다 남은거 재포장 해서 파시나요? 임산부도 먹어도 될만큼 자부하시는거 같아서 시켯더니 이게 뭔가요. 두번다시는 안시켜요. 불량합니다",0.0,
1029,1029.0,29,29,21.03.07.,1,"삼각티백 종류 선택: 09.카카오닙스차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장별로예요",1개 넣으면 전혀 우러나지않음,0.0,
1030,1030.0,30,30,21.03.07.,1,"삼각티백 종류 선택: 17.유기농 캐모마일 티백 / 삼각티백 구성 선택: 25티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요",맛이 너무 써요. 리뷰가 많고 좋아서 샀는데 아닌 것 같아요.,0.0,
1031,1031.0,31,31,21.03.02.,1,"삼각티백 종류 선택: 03.페퍼민트 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",가격은 싼데 싼만큼 맛 없어요 향도 그저 그렇고 페퍼민트 특유의 화~ 한 향도 전혀 없습니다ㅜㅜ,0.0,
1032,1032.0,32,32,21.02.23.,1,"삼각티백 종류 선택: 09.카카오닙스차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",많이 안우러나고 내용물이 적습니다,0.0,
1033,1033.0,33,33,21.02.23.,1,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",진짜 너무 안우러나요.. 후기가 좋아서 샀는데 진짜 실망 ㅠ,0.0,
1034,1034.0,34,34,20.12.14.,1,"삼각티백: 10.레몬밤 10티백x5개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",레몬밤 좋아해서 주문 해봤는데.. 제가 그동안 마셨봤던 레몬밤과 다른향...다른맛...엥??머지???했던...한약재(?) 향이 나요..음... 개인적으로는 넘 실망스러웠어요ㅠㅠ,0.0,
1035,1035.0,35,35,20.11.12.,1,"삼각티백: 09.레몬밤 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",이것만 먹으면 배아퍼요,0.0,
1036,1036.0,36,36,20.11.05.,1,"삼각티백: 03.캐모마일 100티백
맛 만족도맛 없어요유통기한임박상품이에요포장꼼꼼해요","진짜 쩐내나는 캐모마일이예요.
향긋한 향은 전혀없구요
보틀을 받아서 좋게써주고싶지만
에휴~ 너무 나쁜제품이예요",0.0,
1037,1037.0,37,37,20.10.05.,1,"삼각티백: 03.캐모마일 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요","리뷰보고 구매했는데 맛보고 너무실망입니다.
여기제품중 캐모마일이 인기있기도하고 
원래도 즐겨마셔서 구매했는데
이건 상큼한 사과향은 온데간데없고
오래된 쩐맛이 나네요. 
진짜 실망입니다.너무맛이없네요ㅠ",0.0,
1038,1038.0,38,38,20.09.10.,1,"삼각티백: 01.루이보스티 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",완전 맛없어요 ㅠㅠㅠ먹고 다 부모님 줘버렸어요,0.0,
1039,1039.0,39,39,20.08.24.,1,"삼각티백: 05.페퍼민트 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요","너무 연하게 우려지네요.....
오미자차는 300ml에 5개 넣어도 연해서
600ml에 끓이니 조금 색이 나오는 정도이고
페퍼민트 우려서 마셔봤는데 향이 너무 희미하게 느껴져요....",0.0,
1040,1040.0,40,40,20.07.20.,1,"삼각티백: 02.루이보스티 10티백x5개
맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요",다른 차에 비해 너무 맛없어요 ㅠ 이것만 먹었을 땐 몰랐는데 다른 브랜드꺼 마셨더니 이 차에서는 파스냄새 나는 것 같고 ㅠ 더 속이 울렁거리는 거 같아요 ㅠ 50개나 샀은데 어찌 처리해야하나 싶네요 ㅠㅠㅠ,0.0,
1041,1041.0,41,41,20.05.18.,1,"삼각티백: 25.라벤더차 100티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",향이 너무 독해서 향을 즐기기에는 별로입니다,0.0,
1042,1042.0,42,42,20.05.06.,1,"삼각티백: 05.페퍼민트 100티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요","ㅎㅎ 미안해서 원래 좀 연하게 먹는 차라는걸 알았다면 안시켰어요
전 페퍼민트 향이 진하게 그리고 맛이 진하게 먹는 편이라 이번 제품하고는 맞지 않네요 향이나 맛이 너무 오래된맛이 나서 그랬네요",0.0,
1043,1043.0,43,43,20.05.01.,1,"삼각티백: 18.카카오닙스차 10티백x5개
맛 만족도맛 없어요유통기한임박상품이에요포장별로예요","카카오닙스차는 사자마자 버렸습니다.
비린내도나고 전혀 우러나지않습니다.",0.0,
1044,1044.0,44,44,20.04.04.,1,"삼각티백: 03.캐모마일 100티백
맛 만족도평범해요유통기한꽤 남았어요포장별로예요",포장박스가 사방이 모두 부셔져서 왔어요 기분이 좋지 않아요,0.0,
1045,1045.0,45,45,20.04.04.,1,"삼각티백: 05.페퍼민트 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",포장박스가 사방이 모두 부셔져서 왔어요 기분이 좋지 않아요,0.0,
1046,1046.0,46,46,20.03.21.,1,"삼각티백: 14.작두콩우엉차 10티백x5개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송이 빨라서 아주 좋습니다.,1.0,
1047,1047.0,47,47,20.03.04.,1,"삼각티백: 04.캐모마일 10티백x5개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",배송은 빨랐는데 맛이 없어요,0.0,
1048,1048.0,48,48,20.01.07.,1,"삼각티백: 16.깔라만시차 10티백x5개
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",맛없음.... 맛있는게 없네요,0.0,
1049,1049.0,49,49,19.12.09.,1,"삼각티백: 07.히비스커스 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장별로예요",다른데서 먹다가 저렴하길래 시켰더니 티백에 들은게 얼마되지 않아서임ㅡㅡ 양적으로 차이 엄청 적음 어쩐지,0.0,
1050,1050.0,50,50,19.11.21.,1,"삼각티백: 18.카카오닙스차 10티백x5개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",맛이별로이고 잘우러나오지않아요,0.0,
1051,1051.0,51,51,19.11.07.,1,맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요,"다른 곳에서 사먹다가 이곳에서 처음 사봤는데
티백 안에 내용물이 적은가봐요. 향도 맛도 안 나요.",0.0,
1052,1052.0,52,52,19.11.07.,1,맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요,"다른 곳에서 사먹다가 이곳에서 처음 사봤는데
티백 안에 내용물이 적은가봐요. 향도 맛도 안 나요.",0.0,
1053,1053.0,53,53,19.10.11.,1,"삼각티백: 히비스커스 티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요","잠들기전에 따뜻하게 마시고~
다음날 얼굴에 열감이있으면서 트러블이생겼어요ㅠ
뭐가안맞는건지... 위도 쓰리더라구요ㅠ
한번먹고 이러네요,,",0.0,
1054,1054.0,54,54,19.04.14.,1,"해피테라스: 레몬밤 티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",향이 정말 별로에요 문의에 답변도 없고 ㅠ,0.0,
1055,1055.0,55,55,19.04.01.,1,"해피테라스: 히비스커스 티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",점점 빨간 꽃잎이 적어지고 연한잎이들어가 있어 색도 연해졌어요.,0.0,
1056,1056.0,56,56,19.03.16.,1,"해피테라스: 페퍼민트 티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요","맛없어요~~~생각보다 연하네요
다른곳보다 비싸길래 좋을 줄 알았는뎨
반값 준곳보다 맛이 없음",0.0,
1057,1057.0,57,57,19.03.15.,1,"해피테라스: 허니부쉬 티백
맛 만족도맛 없어요유통기한꽤 남았어요포장별로예요",티백이 너무 부실하고 맛도 별로예요..원래 마시던거보다 맛이 없어서 마시기 어렵네요,0.0,
1058,1058.0,58,58,23.03.25.,2,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",페퍼민트차를 굉장히 좋아해서 이곳저곳 먹어보고 주문했는데요 가격이 저렴하고 양도 많긴하지만 페퍼민트 특유의 화한맛도 적고 뭔가 많이 애매해요 ㅠㅠ 다른 차들은 맛있을지 모르겠지만 페퍼민트는 비추드려요 언제 다먹을지 ㅠㅠㅠ,0.0,
1059,1059.0,59,59,23.03.23.,2,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요","생각보다 향이 약해요 찬물엔 우러나지않고  너무 뜨거우면 떫고..
페퍼민트티를 물대신 먹을정도로 좋아하는데 이상품은 두달이 되어가는데 잘 안먹게 되네요 거의 그대로 남았어요",0.0,
1060,1060.0,60,60,23.03.10.,2,"삼각티백 종류 선택: 생강차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장별로예요맛 만족도맛있어요",여러번 구입했는데 이번은 아주 실패.. 티백 쓸라꼬 꺼내면 티백 벌어지거나 찢어져요... 안에 찻잎 다 쏟아지거 ...,0.0,
1061,1061.0,61,61,23.03.10.,2,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장별로예요맛 만족도맛있어요",여러번 구입했는데 이번은 아주 실패.. 티백 쓸라꼬 꺼내면 티백 벌어지거나 찢어져요... 안에 찻잎 다 쏟아지거 ...,0.0,
1062,1062.0,62,62,23.03.10.,2,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장별로예요맛 만족도맛있어요",여러번 구입했는데 이번은 아주 실패.. 티백 쓸라꼬 꺼내면 티백 벌어지거나 찢어져요... 안에 찻잎 다 쏟아지거 ...,0.0,
1063,1063.0,63,63,23.03.09.,2,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장별로예요맛 만족도맛있어요",여러번 구입했는데 이번은 아주 실패.. 티백 쓸라꼬 꺼내면 티백 벌어지거나 찢어져요... 안에 찻잎 다 쏟아지거 ...,0.0,
1064,1064.0,64,64,23.02.28.,2,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","가루가 넘 많아서 지저분한 느낌요
예전에 구입한곳은 꽃봉우리 다 그대로 건조여서 깔끔했는데 여기건 넘 가루에요",0.0,
1065,1065.0,65,65,23.02.24.,2,"삼각티백 종류 선택: 로즈힙허브차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장별로예요",내용물이 어느건 적고 많고 들쑥날쑥하게  들어있어요,0.0,
1066,1066.0,66,66,23.02.08.,2,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",약간떫은것같아여rbxx,0.0,
1067,1067.0,67,67,23.01.24.,2,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",다른제품에 비해 히비스커스는 토마토쥬스처럼 맛이 별로 없습니다. 오리지날 원하시는분은 강추합니다.,0.0,
1068,1068.0,68,68,23.01.20.,2,"삼각티백 종류 선택: 솔잎차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요","3종으로 구매 해 봤습니다…

1) 솔잎
2) 차가버섯
3) 페퍼민트 

@ 평가 시 고려사항
  - 향, 맛, 목넘김, 
   : 차가버섯 > 페퍼민트 > 솔잎

따라서, 솔잎은 안 사는 걸로….
차가 버섯은 추후 구매 가능",0.0,
1069,1069.0,69,69,23.01.18.,2,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",티백안에 가루가 너무 많아서 그대로 나와요ㅠ,0.0,
1070,1070.0,70,70,23.01.07.,2,"삼각티백 종류 선택: 차가버섯차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",아직안먹어봤어요맛있기를,1.0,
1071,1071.0,71,71,23.01.07.,2,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",그냥그런듯약간잡내가나는것같기도하고,0.0,
1072,1072.0,72,72,23.01.03.,2,"삼각티백 종류 선택: 자스민차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",자스민차 인데 홍차 맛이네요.,0.0,
1073,1073.0,73,73,22.12.31.,2,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한아주 넉넉해요포장별로예요","우선 배송은 다음날 바로 왔어요
페퍼민트 특유의 향과 맛도 거의 없고 잘 우러나지도 않아요 페퍼민트는 물온도 50도 정도가 적당해서 정수기물을 섞었더니 사진에서처럼 연해서 아무 맛도 안나고 물 한컵(300ml)에 티백 두개를 넣어야 먹을만한데 한컵을 다 마셔야 입안이 조금 개운해지는 정도에요
뜨거운물에 바로 넣어도봤는데 텁텁하고 떫은맛만 나구요 냉침을 좋아하는데 절대 안될거같아요
평이 좋아서 기대가 컸는데 너무 실망이네요",0.0,
1074,1074.0,74,74,22.12.30.,2,"삼각티백 종류 선택: 로즈힙허브차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요","포장도 좋고 다 좋은데.
100개라고 해서 기대했는데 티백 1개만 넣으면 너무 밍숭밍숭해요. 사진처럼 3개를 넣어야 다른것 1개 색..",0.0,
1075,1075.0,75,75,22.12.04.,2,"삼각티백 종류 선택: 라벤더차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한아주 넉넉해요포장별로예요",배송박스가 다젖어서 왔네요 안에 차봉지도 좀젖어서오고 반품할려다가 안쪽에 비닐제질같아서 그냥 말았습니다,0.0,
1076,1076.0,76,76,22.12.01.,2,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요",제 입에는 너무 시네요,0.0,
1077,1077.0,77,77,22.11.19.,2,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",민트가 상큼하지 않아요,0.0,
1078,1078.0,78,78,22.11.10.,2,"삼각티백 종류 선택: 쌍화차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",5종류 구매 잘 마시겠습니다,1.0,
1079,1079.0,79,79,22.11.10.,2,"삼각티백 종류 선택: 유기농 루이보스 애플레몬 / 삼각티백 구성 선택: 25티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",5종류 구매 잘 마시겠습니다,1.0,
1080,1080.0,80,80,22.11.10.,2,"삼각티백 종류 선택: 칡차 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","5종류 구매
계속 한집에서 사먹다가 바꿔서 마셔봤는데
단것도 있고 향이 강한것도 있고 저희랑은 좀 ㅠ 잘 마시겠습니다",0.0,
1081,1081.0,81,81,22.10.08.,2,"삼각티백 종류 선택: 02.캐모마일 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",개인적으로 저한테는 안맞는 차 인가봐요ㅠ 위에 좋다해서 주문햇는데 차를 마시면 오히려 위통이 생기는 느낌이에요ㅜ,0.0,
