,기입날짜,별점,옵션,후기,sentiment,
94,23.03.06.,3,"삼각티백 종류 선택: 야관문차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",티백이 터진게 제법 있네요 텀블러에 티백 넣고 마시려고 보니 내용물이 다 나와서 마시지도 못했네요 ㅠㅠ,0,
95,23.03.06.,3,"삼각티백 종류 선택: 구기자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장별로예요",티백 불량이 너무 많았어요ㅠㅠ 4~5개는 나온거 같은데.. 신경좀 써주셔야할듯요.. 구기자차는 잘 우러나질 않아서 아쉽네요,0,
96,23.03.04.,3,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",양이 너무 작아서 두 개씩 넣어 먹어요..,0,
97,23.03.04.,3,"삼각티백 종류 선택: 감잎차 티백 / 삼각티백 구성 선택: 10티백X5개
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요","내용물이 너무 조금 들어있어서 맛이 좀 약해요
2개는 넣어야 할듯",0,
98,23.03.03.,3,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요","아기 어린이집에 보낼물에 배도라지 우려 보내려고 구매햇어요. 조금 더 진했으면 좋겠고 
우엉차? 둥글레차랑 맛이 똑같아서 티백주머니 
한참 봤는데 봐도 모르는 1인.. 맞겠죠
용량 조금만 더 늘려주세요~ 재구매의사 있어요!",0,
99,23.02.28.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",매일 한잔씩 붓기 빼고 있어요!,1,
100,23.02.28.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배솟도빠르고 맘에들어요,1,
101,23.02.28.,3,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋다고 해서 구매는 했고요 먹어봐야 알것 같아요,1,
102,23.02.28.,3,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송도 빠르고 좋으네요,1,
103,23.02.28.,3,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송도 빠르고 좋으네요,1,
104,23.02.27.,3,"삼각티백 종류 선택: 보이차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",항상 잘 챙겨 먹고 있어염,1,
105,23.02.27.,3,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",따뜻한물 아니어도 잘 우러나서 좋아요. 근데 티백이 약한지 실뜯어낼때 티백이 찢어지내요ㅠ 그런 점은 보완이 필요 할거 같아요,0,
106,23.02.25.,3,"삼각티백 종류 선택: 오미자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",생각보다 맛이 없어서 안땡김,0,
107,23.02.17.,3,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",아주조아요 아주조아요,1,
108,23.02.17.,3,"삼각티백 종류 선택: 생강차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",맛도 잇고 언제든 편하게 굳,1,
109,23.02.17.,3,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",맛도 갠찮고 배송도 빨라요,1,
110,23.02.11.,3,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",맛도 괜찮았고 좋았어요,1,
111,23.02.08.,3,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",만족구매합니다 재구매 의사 있습니다,1,
112,23.02.07.,3,"삼각티백 종류 선택: 솔잎차 티백 / 삼각티백 구성 선택: 10티백X5개
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요",예전에 먹던 맛이랑 좀다르네요,0,
113,23.02.05.,3,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",지인이 만족하는 것 같네요,1,
114,23.02.03.,3,"삼각티백 종류 선택: 우엉차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",아침 일과 시작은 따뜻한 차한잔과 함께합니다. 차맛이 좋아요.,1,
115,23.02.01.,3,"삼각티백 종류 선택: 차가버섯차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",티백이라서 편하고 맛도 좋아요,1,
116,23.02.01.,3,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",이번에는 실패 했네요. 다들 바나바잎차 후기가 좋아서 구매했는데 글쎄요 저는 별로인듯합니다. 풀입 향이 강해서 .... 바나바는 이제 구매 안할겁니다.,0,
117,23.01.30.,3,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",먹고 있어요 먹고 있어요,1,
118,23.01.29.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",잘 받았습니다!!!,1,
119,23.01.28.,3,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",찐하고 맛있어용 ㅎㅎ,1,
120,22.12.23.,3,"삼각티백 종류 선택: 칡차 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","좋은상품감사합니다…
사은품도감사합니다..",1,
121,22.12.23.,3,"삼각티백 종류 선택: 구기자차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","좋은상품감사합니다…
사은품도감사합니다..",1,
122,22.12.23.,3,"삼각티백 종류 선택: 도라지차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요","좋은상품감사합니다…
사은품도감사합니다..",1,
123,22.12.22.,3,"삼각티백 종류 선택: 쌍화차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요 좋아요 좋아용 ㅎㅎ,1,
124,22.12.22.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",생각보다 맛있어요~~!!굿굳,1,
125,22.12.22.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",양도 많고.오래 마실거같아요,1,
126,22.12.21.,3,"삼각티백 종류 선택: 생강차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송 빠르고 질도좋고 싸게샀어요,1,
127,22.12.21.,3,"삼각티백 종류 선택: 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송 빠르고 질도좋고 싸게샀어요,1,
128,22.12.21.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송 빠르고 질도좋고 싸게샀어요,1,
129,22.12.13.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송이 너무 느리네요,0,
130,22.12.13.,3,"삼각티백 종류 선택: 도라지차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",잘 드세요. 다음에 또 살께요.,1,
131,22.12.13.,3,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",잘 드세요. 다음에 또 살께요.,1,
132,22.12.11.,3,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요 목도 따뜻하고 맛있어요,1,
133,22.12.11.,3,"삼각티백 종류 선택: 바나바잎차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요 목도 따뜻하고 맛있어요,1,
134,22.12.11.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요 목도 따뜻하고 맛있어요,1,
135,22.12.09.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",삼각티백이라 좋아요,1,
136,22.12.09.,3,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",잘마시고있어요. 아이를위해 샀어요,1,
137,22.12.08.,3,"삼각티백 종류 선택: 작두콩차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",맛이 좋았고 배송이 빠르네요,1,
138,22.12.07.,3,"삼각티백 종류 선택: 호박팥차 1.5g 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",아직 차로 마시지 않았지만 얼굴붓기 빼는데 효과가 있었으면 좋겠네요..,1,
139,22.12.06.,3,"삼각티백 종류 선택: 쑥차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",대추차 진하게 마실려고 2개씩 타먹고있어요.,1,
140,22.09.03.,3,"삼각티백 종류 선택: 10. 계피차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","배송이 늦었네요
향만 맡아도 건강해자는 것같아요",0,
141,22.09.03.,3,"삼각티백 종류 선택: 24.쌍화차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","배송이 늦었네요
향만 맡아도 건강해자는 것같아요",0,
142,22.09.01.,3,"삼각티백 종류 선택: 32. 차가버섯차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","보통 .,......",1,
143,22.09.01.,3,"삼각티백 종류 선택: 08. 바나바잎차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","그냥 그래요 
보통  보통 보통,..",1,
144,22.08.29.,3,"삼각티백 종류 선택: 07. 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",간편해서 계속 먹는데 좀더진했으면 좋겠어요,0,
145,22.08.26.,3,"삼각티백 종류 선택: 07. 돼지감자차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요좋아요좋아요.,1,
146,22.08.23.,3,"삼각티백 종류 선택: 02. 호박팥차 티백 1.5g / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있어 요 찬물 에  잘물에 색 잘나와냉ㅛ,1,
147,22.08.19.,3,"삼각티백 종류 선택: 29.페퍼민트 유자 콤부차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요","콤부의 톡 쏘는 맛은 사실 거의 없네요..
단 별다방 유자민트차를 좋아했던 터라 티백2개에 유자청 좀더 넣어서 먹음 그맛이 날것도 같아 기대됩니다~^^",0,
148,22.08.09.,3,"삼각티백 종류 선택: 30.레몬 콤부차 티백 / 삼각티백 구성 선택: 50티백x2개
유통기한아주 넉넉해요포장별로예요맛 만족도맛있어요","으으.. 저번에 너무 잘먹어서 재주문했는데요ㅜ
저번주에 비가 너무 많이 왔나 상자가 다 젖어왔어요.... 가뜩이나 포장지 조차도 종이재질인데 젖어서..
이거 속안에 내용물이 안전한지 예측이 안되네요ㅜ
일단 먹고는 있는데.. 살짝 불안한 감이 있어서
별점을 3개만 줬습니다...",0,
149,22.08.07.,3,"삼각티백 종류 선택: 07. 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","잘 받았어요
구수하네요",1,
150,22.07.31.,3,"삼각티백 종류 선택: 02. 호박팥차 티백 1.5g / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",전에 먹던거라 주문했어요 맛있어요,1,
151,22.07.29.,3,"삼각티백 종류 선택: 07. 돼지감자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",물 마실때 한개씩 우려내서 마셔요... 구수하고 좋아요,1,
152,22.07.28.,3,"삼각티백 종류 선택: 02. 호박팥차 티백 1.5g / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","물을 잘 안마시고 잘 부어서 시켰어요
맛인 그럭저럭 괜찮아요",1,
153,22.07.28.,3,"삼각티백 종류 선택: 30.레몬 콤부차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",물을 잘 안먹어서 주문했는데 시원하게 마시니 레몬맛이 나서 잘 마시게 돼네요,1,
154,22.07.28.,3,"삼각티백 종류 선택: 06. 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",늘 먹고 있어욘..,1,
155,22.07.19.,3,"삼각티백 종류 선택: 02. 호박팥차 티백 1.5g / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",구수한게먹기가좋아요재주문하려구요,1,
156,22.07.19.,3,"삼각티백 종류 선택: 30.레몬 콤부차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","다이어트중이라서 물을 많이 마시려고 시켰어요
맛은 그럭저럭 괜찮습니다",1,
157,22.07.19.,3,"삼각티백 종류 선택: 02. 호박팥차 티백 1.5g / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","다이어트중이라서 물을 많이 마시려고 시켰어요
맛은 그럭저럭 괜찮습니다",1,
158,22.07.19.,3,"삼각티백 종류 선택: 01. 호박팥차 티백 1g / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","기존먹던게 2그램짜리였네요.. 이건 모르고1그램주문했더니..  한티백에 양이넘적어요.. 잘안우러남요..
1.5그램이상 주문해야겠어요",0,
159,22.07.17.,3,"삼각티백 종류 선택: 02. 호박팥차 티백 1.5g / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",그냥 먹을만 해요 ㅋ,1,
160,22.02.11.,3,"삼각티백 종류 선택: 06. 배도라지차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",재구매했습니다. 이것도 먹고 다른 걸 먹을 생각입니다.,1,
161,22.02.08.,3,"삼각티백 종류 선택: 01. 호박팥차 티백 1g / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",괜찮습니다.....,1,#
162,22.02.08.,3,"삼각티백 종류 선택: 07. 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송도ㅃㆍ느고 먹어보니 맛도구수하고갠찬은듯,1,
163,22.02.08.,3,"삼각티백 종류 선택: 07. 돼지감자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요","1회분 양이 너무 적게 들어있어요
2개는 넣어야 할듯~",0,
164,22.02.05.,3,"삼각티백 종류 선택: 01. 호박팥차 티백 1g / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",지난번보다 맛이 약해진 느낌이에요.,0,
165,22.02.05.,3,"삼각티백 종류 선택: 04. 작두콩깍지차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요~~~~~~~,1,
166,22.01.30.,3,"삼각티백 종류 선택: 13. 해죽순차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요",건강해 질거같은 맛있네요ㅜㅜㅋ,1,
167,22.01.25.,3,"삼각티백 종류 선택: 06. 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","맛 그냥그래요
건강에 좋겠죠?",1,
168,22.01.25.,3,"삼각티백 종류 선택: 10. 계피차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",다 좋은데 티백하나당 계피가 진짜 조금 들어있어서 계피맛느낄라면은 종이컵기준 3개타야되요. 근데 또 맛은 괜찮으니 화는 내지 않을게요.,0,
169,22.01.23.,3,"삼각티백 종류 선택: 01. 호박팥차 티백 1g / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요",붓기뺄려고 마시는데 그걸떠나서 맛있어서 마시고있어요!,1,
170,22.01.19.,3,"삼각티백 종류 선택: 06. 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","티 좋아하는데 깊은맛도 없고
쓴맛이 많이나요ㅠㅠ
못먹겠어요ㅡㅜㅜ",0,
171,22.01.17.,3,"삼각티백 종류 선택: 06. 배도라지차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋아요 정말 좋아요,1,
172,22.01.17.,3,"삼각티백 종류 선택: 07. 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",약해요 맛이 약해요 정말 맛있어요,1,#
173,22.01.16.,3,"삼각티백 종류 선택: 04. 작두콩깍지차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",끓여마시기 귀찮 힣 그래도 잘먹음,0,
174,22.01.16.,3,"삼각티백 종류 선택: 04. 작두콩깍지차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요",많이 마시면 속쓰림이 있어요. 하루에 한잔만 마시고 있습니다! 잘 우러나오고 냄새도 좋습니다.,0,
175,22.01.16.,3,"삼각티백 종류 선택: 07. 돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",많이 마시면 속쓰림이 있어요. 하루에 한잔만 마시고 있습니다! 잘 우러나오고 냄새도 좋습니다.,0,
176,22.01.14.,3,"삼각티백 종류 선택: 03. 호박차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","항상 먹는거에여 좋아여 
ㅎㅎ",1,
177,22.01.14.,3,"삼각티백 종류 선택: 02. 호박팥차 티백 1.5g / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",중간에 배송이 안되서 걱정이였는데 바로 보내주셔서 다행이였어요. 잘 우려나서 좋아요,0,
178,22.01.13.,3,"삼각티백 종류 선택: 02. 호박팥차 티백 1.5g / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",빠른배송과 좋은품질 이네요.,1,
179,22.01.11.,3,"삼각티백 종류 선택: 05. 도라지차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",잘먹고 있어용 좋아용,1,
180,21.07.26.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",노브랜드 호박팥차 보다는 맛이 연해요~ 그래서 한번에 두세개씩 냉침해서 먹습니다 양이 낙넉해서 좋아요,0,
181,21.07.24.,3,"삼각티백 종류 선택: 07.차가버섯차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","차가버섯은 한개로 색이 잘 우러나는편이고
돼지감자는 두개정도 넣어서 먹는데 우러남이 좀 약합니다. 몸에좋은 차라 커피대체로 시켜서 먹어봤습니다.",0,
182,21.07.23.,3,"삼각티백 종류 선택: 06.돼지감자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요",회사에서 먹기 좋아요~굿~,1,
183,21.07.21.,3,"삼각티백 종류 선택: 06.돼지감자차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","다 적당합니다
한 티백 안의 내용물이 좀 적어보이지만 향이나 맛은 나쁘지 않아요",0,
184,21.07.17.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",차가 좀 많이 밍밍한느낌이라서 가족들이 잘 안먹네요. 나도 그렇고 별루 입에 안맞는거같아요. 그냥 녹차가 더 나은거같네요.,0,
185,21.07.16.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 50티백x2개
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요","재구매했는데 호박팥차 맛이 좀 싱거워졌어요
우러나는것도 예전만 못해요
안타까워요....",0,
186,21.07.15.,3,"삼각티백 종류 선택: 05.배도라지차 티백 / 삼각티백 구성 선택: 10티백X5개
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",깔끔한포장과 빠른배송이 굳입니다,1,
187,21.07.14.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",붓기에 효과 보려고 산건데 저한테는 그다지 효과가 없는 것 같아요 ㅠㅠ 그래도 양이 많아서 자주 마시고 있습니다,0,
188,21.07.09.,3,"삼각티백 종류 선택: 08.생강차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",포장도깔끔하고 괜찮아요~~맛도좋았으면핮니당,1,
189,21.07.09.,3,"삼각티백 종류 선택: 02.호박차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",재구매인데 처음보다 맛이 진하지가 않아요ㅠㅠ,0,
190,21.07.08.,3,"삼각티백 종류 선택: 05.배도라지차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",정수기 물보단 티로마셔요,1,
191,21.07.05.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",티백하나로 여러번 우려먹기에는 부족하네요~~ 여러개로 우려먹으면 정말 맛있어요,0,
192,21.07.04.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",꾸준히 잘 먹고 있어요~~,1,
193,21.07.04.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요",처음받고 양이 의외로 적게들어 이게뭐지 했는데 마셔보니 호박맛도 느껴지고 괜찮은것 같네요,1,
194,21.06.30.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",호박팥차는 진하고 괜찮은데 돼지감자는 좀 많이 연해요,0,
195,21.06.26.,3,"삼각티백 종류 선택: 11 당귀차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",그냥 그래요 ...... 그냥 그래요,0,#
196,21.06.19.,3,"삼각티백 종류 선택: 09 계피차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요","생각보다 연하네요~~
딱 가격만큼인것 같습니다",0,
197,21.06.19.,3,"삼각티백 종류 선택: 02.호박차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",엄청 잘 우러나고 이거 먹고 살 빠지면 좋게써용,1,
198,21.06.19.,3,"삼각티백 종류 선택: 01.호박팥차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",붓는거 때문에 주문했는데 맛있어요,1,
199,21.06.19.,3,"삼각티백 종류 선택: 06.돼지감자차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",여름철 열 내리는데 좋다고해서 한번 주문해봤는데 괜찮아요,1,
