,Unnamed: 0,기입날짜,별점,옵션,후기
100,100,22.09.01.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(45g),배송도 빠르고 키보드 성능도 좋습니당~
101,101,22.09.01.,5,색상: 퍼플러(87키) / 스위치: 밀키축(45g)/LED없음,"드디어 퍼플러 밀키축을 구매하게 됐어요! 배송도 엄청 빨리 보내주셨네요! 타건감이 쫀득하면서 부드러워요. 초콜렛 부러뜨리는 것 같은 귀여운 소리가 나요:) 생각보다 소음이 많이 나지 않지만, 그래도 이건 집에서 쓰고 나중에 저소음밀키 나오면 사무실용으로 하나 사고 싶어요! 너무 만족중입니다. 재택근무가 조금은 즐거워졌어요☺️💜"
102,102,22.09.01.,5,색상: 퍼플러(87키) / 스위치: 밀키축(38g)/LED없음,"진짜 유튜브에서 t87a 퍼플러 리뷰 영상 보는데 퍼플러 디자인에 한눈에 반해서 계속 생각나더라고요ㅠㅠ 지방에 살아서 타건샵이 없어 타건해보진 못했지만 저는 가벼운 리니어 축을 좋아해서 밀키축으로 주문했어요!! 키보드가 정말 예뻐요ㅠㅠ 키캡 재질도 너무 맘에 들고ㅠㅠ타건도 안해보고 밀키축 38g으로 구매했는데 정말 잘한 선택이었습니다!! 진짜 키감 너무 가벼운데 치는 맛도 있고 되게 신기해요 ㅎㅎ 또각또각한 타건음도 굉장히 매력적입니다 ㅎㅎ
소리나 타건할 때 느낌은 우뚜게황에서 키압을 가볍게 한 느낌입니다 진짜 좋아요ㅠㅠㅠ
풀윤활 제품이라 그런지 스테빌 소리도 안 거슬리고 정말 맘에 듭니다 ㅎㅎ
추가로 들어있던 퍼플 포인트 키캡은 한무무에 꼽아줬는데 너무 귀엽네요 ㅎㅎ
한가지 아쉬운 점은 왜 밀키축만 LED가 없을까요ㅠㅠㅠ
이 퍼플러 키보드 화이트 LED 빛나면 더 예뻤을텐데ㅠㅠ
또 하나는 키보드 문제는 아니고 같이 온 키보드 루프가 좀 휘어져서 키보드에 씌우면 약간 붕떠요ㅠ"
103,103,22.09.01.,5,색상: 블루블랙 / 스위치: 저소음적축(35g),색상도 고급 스럽고 윤활도 균일하게 잘 되어서 왔습니다 굳굳
104,104,22.09.01.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),소리도 조용하고 키감도 있고 만족
105,105,22.09.01.,5,색상: 퍼플러(87키) / 스위치: 밀키축(38g)/LED없음,퍼플러 밀키축 1달 존버 성공했네요 역시 이쁘네요 38g과 45g 둘 다 써봤지만 개인적으로 쫀쫀한 45g이 더 좋은 것 같아요
106,106,22.08.31.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(45g),타격감이 좋아요 색깔도 이쁘고 만족중입니다
107,107,22.08.31.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 적축(45g),일하고 싶어지는 키보드
108,108,22.08.31.,5,색상: 퍼플러 / 스위치: 갈축(35g),"인생키보드 찾았습니다^^ 값어치 이상 해서 너무 만족합니다^^

https://m.blog.naver.com/dlqudtjd89/222860650145

블로그도 봐보세용:)"
109,109,22.08.30.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(45g),클래식한 디자인 너무 좋구요 싼 값에 풀윤활 제품 쓸수잇어 좋습니다 저소음 적축 듣던대로 소음 하나도안나요
110,110,22.08.30.,5,색상: 라이트그레이 / 스위치: 저소음적축(35g),반응 속도 빠르고 소음 적고. 사무실에서 최고입니다.
111,111,22.08.30.,5,색상: 블루블랙 / 스위치: 갈축(45g),블루블랙 후회 안합니다!! 사세요!
112,112,22.08.28.,5,색상: 라이트그레이 / 스위치: 저소음적축(45g),좋습니다 생각보다 소음고 안나규
113,113,22.08.27.,5,색상: 라이트그레이 / 스위치: 저소음적축(45g),"누르는 느낌이 너무 좋다고 아들이 신났어요
키보드 모양은 30년전에 쓰던 촌스러운 모양이지만
아들은 마냥 좋아하네요"
114,114,22.08.26.,5,색상: 블루블랙 / 스위치: 저소음적축(45g),느낌 너무좋아요 게이머들은 느낌이 전부라서 어차피 헤드셋이나 이어폰 끼니까요 ㅋㅋ
115,115,22.08.26.,5,배열: 87키 / 색상: 클라리온S / 스위치: 갈축(35g),기계식 키보드 고민하면 무조건 이거로 사세요 후회 안합니다
116,116,22.08.25.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 저소음적축(45g),오빠 선물로 줬더니 좋아해요
117,117,22.08.25.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),"엠스톤 게저갈로 기계식 키보드 입문했는데, 쓰다보면 평범한가 싶다가도 또 키감이 재밌고 그래요. 많이 시끄럽지 않아서 제 취향입니다."
118,118,22.08.25.,5,색상: 퍼플러 / 스위치: 저소음적축(45g),아주 쪼아용 굿굿쨥
119,119,22.08.24.,5,색상: 라이트그레이 / 스위치: 갈축(35g),"해피해킹 리얼포스 레오폴드 노뿌 다 써봤는데 여기가 종착이네요. 개발자라 키보드를 하루에 15시간 치는데요. 역시 키압 낮은게 최곱니다. 인생키보드 입니다.
갈축이라 너무 심심하지 않으면서 낮은 키압, 근데 정숙성도 있네요? 저소음 갈축인줄.. 아무렴 좋습니다"
120,120,22.08.13.,5,배열: 87키 / 색상: 라이트MA / 스위치: 코랄축(38g),"코랄축,,,잘 모르겠네요 적축이 무난할듯 ㅠ"
121,121,22.08.12.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 적축(45g),배송 개빠르고 포장 탄탄하고 제품상태 완벽해여
122,122,22.08.12.,5,배열: 104키 / 색상: 블루블랙 / 스위치: 저소음적축(35g),색도 예쁘고 키보드 소리도 안 나요 최고최고
123,123,22.08.12.,5,배열: 87키 / 색상: 블루블랙 / 스위치: 밀키축(45g)/LED없음,밀키축 궁금해서 사봤는데 타건 소리 너무 좋네요 잘 사용하겠습니다:)
124,124,22.08.12.,5,배열: 87키 / 색상: 퍼플러 / 스위치: 저소음적축(35g),"배송 하루만에 오고 포장도 잘 되어서 왔습니다. 
청축만 사용하다 저적 사용하니 진짜 조용하고 손에 부담이 없네요. 정말 만족합니다!"
125,125,22.08.10.,5,배열: 87키 / 색상: 라이트MA / 스위치: 저소음적축(45g),적축 처음 써보는데 이런 느낌이군요 너무 좋아요 오자마자 하나하나 다 눌러봤어요 사진으로는 이 떼깔이 다 안나오네요 받았을 때 묵직한 느낌과 소리가 합쳐져서 경험이 풍부해집니다. 키 하나당 넓이도 보통 키보드보다 넓은거 같아서 더 좋았어요
126,126,22.08.09.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(45g),"저소음적축 한달 사용했는데 진짜 만족합니다....
 부드럽고, 색감, 디자인, 다 만족....b
위에 덮여져 온 플라스틱 커버도 다쓰고나면
살모시 얹어주고 깔꼼....
밀키축 입고알람 했는데 대기중입니다:)"
127,127,22.08.09.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 갈축(35g),"소음도 크지 않고 타건감도 좋아요! 
잘 사용중입니다 :)"
128,128,22.08.09.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(35g),키보드 소리가 안나서 사무실에서 쓰기 너무 좋아요 키감도 너무 좋아요
129,129,22.08.08.,5,배열: 87키 / 색상: 블루블랙 / 스위치: 밀키축(45g)/LED없음,너무너무 만족합니다! 엠스톤 제품 정말...축 상관없이 이제는 엠스톤 제품만 사용할거같습니다!!!
130,130,22.08.06.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 게이트론 저소음갈축(45g),배송 잘 받았습니다 너무 이쁘네요 ㅎㅎ
131,131,22.08.05.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(45g),아주좋아요 굿입니다
132,132,22.08.04.,5,배열: 87키 / 색상: 블루블랙 / 스위치: 코랄축(45g),밀키축을 쓰다가 이번에 코랄축을 구매했습니다. 리니어와 택타일의 차이를 제외하면 특유의 쫀득한 느낌은 유사한 것 같습니다. 색깔은 생각보다 훨씬 더 마음에 듭니다.
133,133,22.08.04.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(45g),색감도 그대로고 진짜 조용해요
134,134,22.08.03.,5,배열: 87키 / 색상: 블루블랙 / 스위치: 저소음적축(35g),"배송 거의 하루만에 왔구요
역시 상품 넘 좋아요~
블루블랙 후기가 별로없어서 걱정했는데
색상도 고급지고 이쁘네용.
여기꺼 저소음 갈축 쓰다가 사무실에서도 쓰려고
저소음 적축 35g 사봤는데
확실히 35g라 그런가 키압이 가벼워서 약간 장난감같기도 해요ㅎㅎ 45g도 좋을거같단 생각이..!
그래도 오래 타자칠때 힘 덜들어갈것같아 좋습니다. 아 물론 저소음 갈축보다도 훨 조용합니다
토각토각 거리는 키감도 베리굿굿굿
잘쓸게여"
135,135,22.08.03.,5,배열: 104키 / 색상: 블루블랙 / 스위치: 저소음적축(35g),하 알람 받자마자 주문했어요ㅜㅜ 드디어 제 품으로 왔네요ㅠㅠ 일부러 세게 쳐봐도 소리가 안 나요 색도 만족합니다
136,136,22.08.03.,5,배열: 104키 / 색상: 블루블랙 / 스위치: 저소음적축(35g),와!키감 너무 좋아요 처음 소개 받아 사봤는데 아픈 손가락에 큰 도움 될거 같아요
137,137,22.08.02.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),선물로 사줬는데 좋아요
138,138,22.08.02.,5,배열: 87키 / 색상: 라이트MA / 스위치: 게이트론 저소음갈축(45g),일단 디자인이 너무 예쁘고 귀엽고 되게 가벼워서 장시간 타이핑하기에도 좋고 소음도 적어서 사무용으로 아주 잘 쓰고 있습니다
139,139,22.08.02.,5,배열: 104키 / 색상: 블루블랙 / 스위치: 밀키축(38g)/LED없음,엠스톤 키보드는 언제나 믿고 구매합니다.
140,140,22.07.15.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(35g),ㅇ뻐요 이뻐요이 ㄹ
141,141,22.07.15.,5,배열: 87키 / 색상: 라이트MA / 스위치: 저소음적축(35g),쫀득쫀득 아주 좋습니다 색감도 레트로라 넘 맘에 들어요 다들 엠스톤 하세요
142,142,22.07.14.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),"키감 소음도 별로 없고 진짜 대 만족입니다.
기계식 소음 큰거 개인적으로 싫어해서 만족만족이에요"
143,143,22.07.13.,5,배열: 104키 / 색상: 클라리온S / 스위치: 밀키축(38g),만족하며 사용중인 제품이에요
144,144,22.07.13.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),최애 키보드로 등극했습니다. 최고예요!
145,145,22.07.13.,5,배열: 87키 / 색상: 퍼플러 / 스위치: 갈축(45g),갈축이란 이런 것이었군요! 따각따각 눌리는게 키감이 맛있어요
146,146,22.07.12.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 게이트론 저소음갈축(45g),받자마자 바로 써 봤는데 확실이 돈 값어치를 하네요. 좋습니다!!
147,147,22.07.12.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(35g),"이쁘고 키감 진짜 좋아요 가벼워서 손가락이 편합니다
첨에 연결이 안되길래 뭐지 했는데 c타입단자가 제대로 안껴진거였어요 다들 꽉끼고 연결하시길...."
148,148,22.07.12.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(45g),너무 부드럽고 타자칠때 편해요
149,149,22.07.12.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(45g),"말 그대로 밀키한 느낌 이에요
이름 잘 만든 것 같아요"
150,150,22.07.11.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),처음써보는데 기대한만큼 좋아요
151,151,22.07.11.,5,배열: 87키 / 색상: 클라리온S / 스위치: 갈축(35g),키보드 너무 예뻐요! 키감도 좋아요
152,152,22.07.11.,5,배열: 87키 / 색상: 클라리온P / 스위치: 적축(38g),"주문 후 바로 배송 처리 해주셔서 빠르게 받아볼 수 있었습니다. 은은한 색이 무척이나 아름답고, 예상했던 대로 매우 조용한지라 사무실에서도 큰 무리 없이 사용 가능할 듯합니다."
153,153,22.07.09.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(45g),"배송도 빠르고 엄청 꼼꼼하겨 포장해주셨어요:)
무게감도 있고 퍼플 색감 너무너무 이쁩니다!!
밀키축 못사서 저소음적축 구매했지만
너무 마음에듭니다!! 다음엔 밀키축 도전..!!"
154,154,22.07.09.,5,배열: 87키 / 색상: 라이트MA / 스위치: 코랄축(38g),엠스톤은 참 입고가 느리네요 어쩔수없이 키캡구매
155,155,22.07.08.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축(45g),기계식은 써보고 싶은데 소음은 싫어하는 사람에게 저소음갈축 추천합니다. 서걱서걱 차분하면서도 재밌는 게저갈... 기키 입문용으로 매력적인 것 같아요
156,156,22.07.08.,5,배열: 87키 / 색상: 클라리온P / 스위치: 저소음적축(35g),일단 너무 예쁨요....
157,157,22.07.07.,5,배열: 104키 / 색상: 퍼플러 / 스위치: 저소음적축(45g),저소음적축 타사제품과 비교시 부드럽고 소음도 적아서 좋아요 마치 무접점 느낌도 있는거 같아요
158,158,22.07.07.,5,배열: 87키 / 색상: 라이트MA / 스위치: 저소음적축(35g),35g 가볍고 쫀득하고 굿굿
159,159,22.07.07.,5,배열: 87키 / 색상: 퍼플러 / 스위치: 게이트론 저소음갈축(45g),퍼플러 개이쁨 굿굿
160,160,22.06.11.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 적축(45g),"오독오독오도도도독
일할맛납니독"
161,161,22.06.11.,5,배열: 87키 / 색상: 클라리온P / 스위치: 저소음적축(35g),좋아요 좋습니다 좋아요
162,162,22.06.10.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 코랄축(38g),전 그냥 mstone 키보드랑 잘 맞나봐요 코랄축 실버 은축이랑 달리 묵직해서 좋네요 ㅠ 통울림도 없고 역시 풀 윤활 잘 쓰겠습니다
163,163,22.06.10.,5,배열: 87키 / 색상: 라이트MA / 스위치: 저소음적축(45g),아주아주 좋습니다 ^^
164,164,22.06.10.,5,배열: 87키 / 색상: 클라리온S / 스위치: 밀키축(45g),한달지나니 더욱 더 자연스러워지고 코랄축이 더 좋에용 ㅠ
165,165,22.06.10.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 밀키축(45g),"두번째 구입입니당 역시나 배송빠르게 받았어요
35보다 확실히 키압이 있어요 풀배열포기못함+35가 너무 가벼운탓에 재구입하고 키캡도 바로 갈아끼웠어용
개인적으로 아이보리 느낌의 하우징이 가지고 싶은데 공홈가도 풀배열은 없드라구요 ㅠㅠㅠ 출시해주셨으면 ㅠㅠ
암튼 밀키축 타건소리가 굉장히 마음에 들어용! 오독오독"
166,166,22.06.10.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 저소음적축(35g),저소음적축 최고입니다
167,167,22.06.10.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 밀키축(45g),그동안 저소음적축 키보드를 써왔는데 오랜만에 소리나는 키보드가 쓰고싶어져 밀키축 키보드를 샀습니다. 도각도각 소리가 너무 맘에 드네요. 너무 시끄럽지 않아서 게임할때도 부담없어 좋습니다.
168,168,22.06.09.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(38g),"키감은 개인적으로 정말 마음에 드는데 백스페이스, 쉬프트키 등 몇 군데 키는 왜 45g 스프링을 사용한지 모르겠음 전부 38g이었으면 더 좋았을 거 같음"
169,169,22.06.09.,5,배열: 87키 / 색상: 라이트MA / 스위치: 밀키축(45g),2~3만원대 쓰다가 가격대 높은걸 쓰니 확실히 성능차이가 나네요.. 진짜 풀윤활이라 키감도 진짜 좋고... 디자인도 깔끔해서 너무 좋아요! 근데 기사님이 팍! 소리나게 던지고 가서 고장날까봐 식겁했네요ㅠㅠ
170,170,22.06.09.,5,배열: 87키 / 색상: 라이트그레이(MA) / 스위치: 갈축(45g),만족합니다 키감 끝판왕입니다
171,171,22.06.08.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 코랄축(38g),용산 타건샵에서 반해서 3개월기다려서 이제구매했네요! 쫀득하고 구분감있는게 치는맛나네요
172,172,22.06.08.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 저소음적축(35g),키보드개좋아요진심 미치따 이전것은 바로 뿌셔
173,173,22.06.07.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 갈축(45g),귀가르즘 쩔어요 !
174,174,22.06.07.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 저소음적축(35g),이제 이키보드 없이는 컴퓨터 못해요..
175,175,22.06.07.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 스피드실버축(45g),양품받은건지 스테빌도 잘잡혀있고 좋아요
176,176,22.06.06.,5,배열: 87키 / 색상: 라이트그레이(MA) / 스위치: 밀키축(38g),진짜 부드러운 키갑을 원하는분들은 1티어인거같아요
177,177,22.06.05.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(45g),아이가 좋아해요 빠른배송 감사합니다
178,178,22.06.04.,5,배열: 87키 / 색상: 라이트그레이(MA) / 스위치: 코랄축(45g),이가격에 이정도 퀄리티라니.. 정말 만족합니다. 적축이랑 청축은 있어서 갈축과 비슷한 계열의 코랄축으로 샀는데 쫀쫀하네요. 걸리는 느낌도 이상하게 갈리는 느낌이 아니라 맘에들어요 적축과 갈축의 중간정도? 암튼 맘에 듭니다!
179,179,22.06.04.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(45g),포장도 깔끔하고 타건감도 좋아요
180,180,22.04.21.,5,배열: 104키 / 색상: 클라리온S / 스위치: 저소음적축(35g),"드디어 영접하게 됐습니다, 저소음적축 키보드! 정말 몇 달을 기다린건지ㅠㅠ 기대하고 기다린만큼 너무 기쁘네요! 주문넣고 얼마 지나지않아 출고 알림에 바로 다음날 도착까지! 버선발로 뛰쳐나가 집으로 모신다음, 조심조심 포장을 뜯었고.. 실물을 영접했습니다. 하 일단 디자인이 너무 예쁜거예요.. 색감이 몽글몽글한게.. 파스텔톤을 좋아하는 저의 취향에 딱 들어맞습니다. 아, 이게 중요한게 아니지. 아무튼 바로 타건해봤는데요. 세상에.. 진짜.. 진짜 조용해.. 와 얘 뭐야..? 청축만 써본 저란 인간, 저소음의 위력을 실감하고 한참을 감탄했어요. 청축에 길들여진 제게는 타건할 때 구분감이 거의 없다는 점이랑 먹먹한 느낌이 크게 느껴지긴 하는데, 애시당초 다 필요없고 조용한거. 하면서 산 거라 타건감에 대한 문제는 없었어요. 백스페이스가 다른 애들에 비해 좀 짤짤소리가 나는 거 외엔 윤활도 골고루 잘 된 편 같아요. 결론은, 조용한 거 찾으시면 진짜 짱이니까 구매하셔도 좋을 것 같아요.

이제 나도 밤에 맘 놓고 키보드 두드릴 수 있게 됐다 꺄항항😆😆😆😆😆"
181,181,22.04.20.,5,배열: 87키 / 색상: 클라리온P / 스위치: 적축(45g),키감이 참 좋네요 이제
182,182,22.04.20.,5,배열: 104키 / 색상: 클라리온S / 스위치: 저소음적축(35g),기계식 키보드 입문용으로 구매했어요 조용하고 타건감도 좋아요 쫀득쫀득
183,183,22.04.20.,5,배열: 104키 / 색상: 클라리온S / 스위치: 저소음적축(35g),원래 좀 저렴한 갈축 키보드를 쓰고 있었는데 새벽 늦게까지 작업할때 소음이 너무 커서 새로 장만했습니다. 타건샵에 가서 여러 키보드를 타건해봤는데 파스텔톤 디자인 / 소음이 적으면서 적당히 가벼운 키감 / 윤활 / LED 모두 갖춘 제품이 이 제품밖에 없더라고요... 원래 쓰던 키보드보다 4배는 더 비싸서 고민 정말 많이 했는데 타건하고 반해서 바로 구매했습니다 ㅋㅋㅋ 너무 좋아요! 통울림 스프링소리 진짜 1도 없어서 너무 놀랐어요 여태까지 쓰던 키보드는 장난감처럼 느껴질 정도로 신세계를 체험했습니다... 저소음 밀키축 나오면 하나 더 사고 싶네요ㅠ
184,184,22.04.20.,5,배열: 104키 / 색상: 클라리온S / 스위치: 코랄축(45g),마음에 드네요 잘산거 같아요 작은배열 무선 나오면 하나 더 구매하고 싶어요
185,185,22.04.19.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(38g),리뷰만보고 사서 솔직히 걱정했는데 너무 만족함
186,186,22.04.19.,5,배열: 87키 / 색상: 클라리온S / 스위치: 밀키축(45g),이거 물건입니다. 무조건 사세요
187,187,22.04.19.,5,배열: 104키 / 색상: 클라리온S / 스위치: 저소음적축(45g),"키보드 처음 사봤는데 너무 이뻐요 ㅠㅠ
이거 쓰고 일할맛 나네여 강추👍👍👏👏"
188,188,22.04.19.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 밀키축(38g),"빠른 배송 감사합니다
이상 없이 잘 온 것 같습니다"
189,189,22.04.19.,5,배열: 87키 / 색상: 다크그레이 / 스위치: 게이트론 저소음갈축,만족스럽게 사용중입니다. 업무할 맛이 나요
190,190,22.04.18.,5,배열: 87키 / 색상: 클라리온S / 스위치: 저소음적축(35g),조용하고 좋아요!!
191,191,22.04.18.,5,배열: 87키 / 색상: 클라리온S / 스위치: 코랄축(38g),"일단 키보드 색감이 너무 이쁩니다.
이전엔 45g 무접점을 쓰고있었는데 키압이 높다고 생각해서 38g으로 주문했는데 매우 만족합니다."
192,192,22.04.18.,5,배열: 87키 / 색상: 라이트그레이 / 스위치: 갈축(35g),아주좋아요아주좋아요추천합니다
193,193,22.04.18.,5,배열: 104키 / 색상: 다크그레이 / 스위치: 저소음적축(35g),지난번에 97키? 사고 이번에는 회사에서 쓰려고  104키 저소음 적축 샀는데 너무너무너무 좋아요 색감도 너무 맘에 들고 소리가 진짜 대박입니다… 키보드 부서질때까지 쓰다가 나중에 또 엠스톤 그루브로 교체해야겠어요
194,194,22.04.17.,5,배열: 87키 / 색상: 클라리온P / 스위치: 저소음적축(35g),잘 사용하고 있습니다 좋아요
195,195,22.04.17.,5,배열: 87키 / 색상: 클라리온S / 스위치: 적축(45g),4대째입니다. 좋아욧
196,196,22.04.16.,5,배열: 104키 / 색상: 클라리온S / 스위치: 저소음적축(35g),"여자친구가 영상편집일을 하는데
일을 많이하면 손가락이랑 손목이 아프다고 하더라고요
그래서 알아보다가 콕,앱사의 무접점과 리얼포스 엠스톤이
후보였고
콕 35g은 마제식이라 패스
앱 30g은 원래 이 제품을 사려다가 현재는 재고가 있지만 제가 구매하려고 알아볼때는 물량이없어서 패스
리얼포스는 입고 계획도 미정이고 가격이 넘사라 패스

나머지 기계식은 보통 45g이더라고요
저압 기계식에 사무실에서 사용할 목적이라 저소음을 선택하려니
엠스톤아니면 선택지가 없었습니다.

물론 엠스톤도 자주 입고가 되지않아 여친이 갖고싶었던
퍼플러는 구매못했지만 마침 클라리온이 신규출시로 구매했습니다.

너무 마음에 들어해서 기분이가 좋네요 ㅋㅋ
5월말에 입고되는 퍼플러 입고알림오면 재택근무용으로 하나 더 사줘야겠네요!"
197,197,22.04.16.,5,배열: 87키 / 색상: 클라리온S / 스위치: 적축(45g),"퍼플러 적축,밀키 보유중입니다. 적축만 2대째입니다 ! 클라리온s출시되자마자 다들 밀키축에만 관심이 있으신것같은데.. 저는 확고한 취향인가봅니다. 밀키보다 적축이 훨~씬 마음에드네요... 체리적축 특유의 서걱서걱 거림이 좀 있는데 이게 윤활이 돼서 진짜 너무 좋은소리가 납니다....  그리고 손에도 무리가전혀없는 키압과 키감,예쁜 디자인... 최고입니다 정말~~ 
제가 기성 타브랜드 제품 두대나 나름 유명공방에 풀윤활 작업받아봤는데 솔직히.... 엠스톤이 제일마음에들어서 전부 당근에 보내고 결국 엠스톤만 사용합니다ㅋㅋ. 지난번 퍼플러는 윤활 편차가 좀있어서 재윤활 받은 스위치가 있었는데, 이번 클라리온s는 매우 만족스럽네요 ! 

**그런데 어제 받자마자 선 연결해서 사용하는데 채터링? 이 있더라고요.. 그래서 뺐다가 다시 끼니까 또 괜찮네요... 일시적인 현상이었겠죠 ?"
198,198,22.04.16.,5,배열: 87키 / 색상: 라이트그레이 / 스위치: 갈축(45g),괜찮아요 만족하며 사용중입니다 .
199,199,22.04.16.,5,배열: 87키 / 색상: ◆다크시티 / 스위치: 저소음적축(35g),키캡 변경해서 사용하고 있어요 또 하나 사려구요ㅎㅎ
0,0,23.04.23.,5,색상: 다크그레이MA(87키) / 스위치: 저소음밀키축(45g),배송도 빠르고 키보드도 좋아요
1,1,23.04.22.,5,색상: 블루블랙(87키) / 스위치: 저소음적축(35g),배송 빠르고 물건 좋아요~
2,2,23.04.22.,5,색상: 다크그레이MA(87키) / 스위치: 적축(45g),오래 기다렸다 샀는데 이름값하는 것 같아요!!! 타건음 너무 좋고 키보드도 너무 이뻐 만족합니다!!
3,3,23.04.22.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음적축(35g),정말좋아요 !!! 키감맘에들어요
4,4,23.04.21.,5,색상: 라이트MA/옐로우(87키) / 스위치: 저소음밀키축(55g),"배송도 이틀만에 와서 좋았는데
무엇보다 기대했던 것 이상으로 키감도 좋고 디자인도 귀여워요ㅜㅜ"
5,5,23.04.21.,5,색상: 퍼플러MA(87키) / 스위치: 적축(45g),배송도 빠르고 키보드도 좋아요
6,6,23.04.21.,5,색상: 라이트MA/옐로우(87키) / 스위치: 밀키축V2(55g),생각보다 조용하고 윤활도 잘 되어 있네요. 키캡 느낌도 까끌까끌하니 좋고 55g 라 무겁긴한데 그만큼 쫀득한 느낌이 있어서 제 스타일입니다.
7,7,23.04.20.,5,색상: 라이트MA/옐로우(87키) / 스위치: 밀키축V2(38g),"밀키45g구매했었는데
너무무거워서 38g 라이트색 재구매했어요
색이 조금 어둡긴한데 키감 좋아요"
8,8,23.04.20.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음적축(45g),기계식 입문으로 샀는데 아주 잘쓰고있어요 타건감 무거운가 싶었는데 오타 안나고 좋습니다
9,9,23.04.20.,5,색상: 블랙옐로우(87키) / 스위치: 저소음적축(35g),받자마자 사무실 아이돌 됐습니다 감사합니다
10,10,23.04.20.,5,색상: 라이트MA/옐로우(87키) / 스위치: 밀키축V2(45g),"밀키축 진짜 미쳤네요.. 1분만에 품절됐는데 이유가 있네요. 밀키축, 코랄축 둘중에 엄청 고민했는데 밀키축 반응이 더 좋길래 선택했습니다. 한달전부터 존버하다가 구매했는데 기대 이상입니다. 여자인데도 불구하고 저한텐 45g이 정말 좋네요. 치는 맛이 장난 아닙니다. 이때까지 구매한 키보드랑 비교할 수가 없네요. 밀키축 무조건 사세요. 후회안합니다."
11,11,23.04.20.,5,색상: 블랙옐로우(87키) / 스위치: 저소음적축(35g),배송이 빨라서 처음으로 놀랐고 저소음적축의 무소음으로 한번더 놀랐어요. 마지막으로 레드키캡 교체로 블랙레드 조합에 기절했습니다.
12,12,23.04.19.,5,색상: 블루블랙(87키) / 스위치: 저소음적축(45g),너무너무 맘에들어요. 일단 소리도 적고 이쁘고…다음에 저소음 밀키축 나오면 또 구매하려구요~~
13,13,23.04.19.,5,색상: 다크그레이MA(87키) / 스위치: 밀키축V2(38g),키감도 좋고 스테빌도 좋고
14,14,23.04.19.,5,색상: 라이트MA/그린(87키) / 스위치: 갈축(45g),소음없고 너무 좋아요. 이쁘네요!
15,15,23.04.19.,5,색상: 퍼플러MA(87키) / 스위치: 저소음적축(35g),색깔 너무 이쁘고.... 타자감도 너무 좋구요..... 저소음이라서 그런지 엄청 조용하면서도 그 안에서 나는 소리가 너무 좋아요...... 행복합니다ㅠㅠㅠ
16,16,23.04.18.,5,색상: 라이트MA/그린(87키) / 스위치: 밀키축V2(45g),좋아요졸아요좋아요졸어요
